id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community_label,is_closure_node,domain_analysis_end_year
crispr::https://openalex.org/W1983811755,2002,Cajal body-specific small nuclear RNAs: a novel class of 2'-O-methylation and pseudouridylation guide RNAs,crispr,RNA modifications and cancer,768,0,,W1983811755,10.1093/emboj/21.11.2746,503,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2077190448,2002,Identification of genes that are associated with DNA repeats in prokaryotes,crispr,CRISPR and Genetic Engineering,128,0,,W2077190448,10.1046/j.1365-2958.2002.02839.x,1975,CRISPR and Genetic Engineering,CRISPR and Genetic Engineering,0,2024
crispr::https://openalex.org/W2119086628,2004,Human Box H/ACA Pseudouridylation Guide RNA Machinery,crispr,RNA modifications and cancer,768,0,,W2119086628,10.1128/mcb.24.13.5797-5807.2004,231,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2117991391,2001,Role for a bidentate ribonuclease in the initiation step of RNA interference,crispr,Plant Virus Research Studies,714,0,,W2117991391,10.1038/35053110,4874,Plant Virus Research Studies,Plant Virus Research Studies,0,2024
crispr::https://openalex.org/W1989454102,2004,Mechanisms of gene silencing by double-stranded RNA,crispr,RNA Interference and Gene Delivery,765,0,,W1989454102,10.1038/nature02873,2534,RNA Interference and Gene Delivery,RNA Interference and Gene Delivery,0,2024
crispr::https://openalex.org/W2154841861,2001,Genes and Mechanisms Related to RNA Interference Regulate Expression of the Small Temporal RNAs that Control C. elegans Developmental Timing,crispr,RNA Research and Splicing,766,0,,W2154841861,10.1016/s0092-8674(01)00431-7,1871,RNA Research and Splicing,RNA Research and Splicing,0,2024
crispr::https://openalex.org/W1542426682,2001,Non–coding RNA genes and the modern RNA world,crispr,RNA modifications and cancer,768,0,,W1542426682,10.1038/35103511,1431,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2057400223,2002,A Cajal body-specific pseudouridylation guide RNA is composed of two box H/ACA snoRNA-like domains,crispr,RNA modifications and cancer,768,0,,W2057400223,10.1093/nar/gkf592,116,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2033704741,2004,Guide RNAs with 5′ Caps and Novel Box C/D snoRNA-like Domains for Modification of snRNAs in Metazoa,crispr,RNA modifications and cancer,768,0,,W2033704741,10.1016/j.cub.2004.11.003,90,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2492020821,2004,Mechanisms and functions of RNA-guided RNA modification,crispr,RNA modifications and cancer,768,0,,W2492020821,10.1007/b105585,50,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2033925837,2001,A small nucleolar guide RNA functions both in 2'-O-ribose methylation and pseudouridylation of the U5 spliceosomal RNA,crispr,RNA modifications and cancer,768,0,,W2033925837,10.1093/emboj/20.3.541,219,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2064904514,2003,Identification of 13 novel human modification guide RNAs,crispr,RNA modifications and cancer,768,0,,W2064904514,10.1093/nar/gkg849,93,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2011368420,2000,Processing of polycistronic guide RNAs is associated with RNA editing complexes in Trypanosoma brucei,crispr,Trypanosoma species research and implications,900,0,,W2011368420,10.1093/emboj/19.20.5525,50,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2171558140,2001,Trypanosome RNA Editing: Simple Guide RNA Features Enhance U Deletion 100-Fold,crispr,RNA regulation and disease,769,0,,W2171558140,10.1128/mcb.21.3.884-892.2001,65,RNA regulation and disease,RNA regulation and disease,0,2024
crispr::https://openalex.org/W2024799598,2002,The expanding snoRNA world,crispr,RNA modifications and cancer,768,0,,W2024799598,10.1016/s0300-9084(02)01402-5,676,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W1991772727,2003,Modification of Sm small nuclear RNAs occurs in the nucleoplasmic Cajal body following import from the cytoplasm,crispr,RNA modifications and cancer,768,0,,W1991772727,10.1093/emboj/cdg187,250,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W1974747849,2001,Annealing of RNA editing substrates facilitated by guide RNA-binding protein gBP21,crispr,RNA regulation and disease,769,0,,W1974747849,10.1093/emboj/20.6.1394,90,RNA regulation and disease,RNA regulation and disease,0,2024
crispr::https://openalex.org/W1877746820,2002,An H/ACA guide RNA directs U2 pseudouridylation at two different sites in the branchpoint recognition region in <i>Xenopus</i> oocytes,crispr,RNA modifications and cancer,768,0,,W1877746820,10.1017/s1355838202022537,49,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2079809719,2004,Pseudouridine-guide RNAs and other Cbf5p-associated RNAs in <i>Euglena gracilis</i>,crispr,Protist diversity and phylogeny,751,0,,W2079809719,10.1261/rna.7300804,41,Protist diversity and phylogeny,Protist diversity and phylogeny,0,2024
crispr::https://openalex.org/W1980207862,2004,Structural basis for overhang-specific small interfering RNA recognition by the PAZ domain,crispr,RNA Research and Splicing,766,0,,W1980207862,10.1038/nature02519,732,RNA Research and Splicing,RNA Research and Splicing,0,2024
crispr::https://openalex.org/W2141108207,2001,Guide RNAs of the recently isolated LEM125 strain of Leishmania tarentolae: An unexpected complexity,crispr,Trypanosoma species research and implications,900,0,,W2141108207,10.1017/s1355838201018076,29,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2030196913,2003,Male combat favours female-biased sex ratios under environmental sex determination,crispr,Demographic Trends and Gender Preferences,234,0,,W2030196913,10.1016/j.anbehav.2003.01.004,12,Demographic Trends and Gender Preferences,Demographic Trends and Gender Preferences,0,2024
crispr::https://openalex.org/W2155779574,2000,<i>Trypanosoma brucei</i> Guide RNA Poly(U) Tail Formation Is Stabilized by Cognate mRNA,crispr,Trypanosoma species research and implications,900,0,,W2155779574,10.1128/mcb.20.3.883-891.2000,38,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2170026401,2004,The 3′-untranslated region of cytochrome oxidase II mRNA functions in RNA editing of African trypanosomes exclusively as a <i>cis</i> guide RNA,crispr,Trypanosoma species research and implications,900,0,,W2170026401,10.1261/rna.7170705,34,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2133281309,2001,Arginine methylation of a mitochondrial guide RNA binding protein from Trypanosoma brucei,crispr,Cancer-related gene regulation,140,0,,W2133281309,10.1016/s0166-6851(01)00367-x,29,Cancer-related gene regulation,Cancer-related gene regulation,0,2024
crispr::https://openalex.org/W2108951078,2004,An Intragenic Guide RNA Location Suggests a Complex Mechanism for Mitochondrial Gene Expression in <i>Trypanosoma brucei</i>,crispr,Trypanosoma species research and implications,900,0,,W2108951078,10.1128/ec.3.4.862-869.2004,31,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2040407722,2000,Characterisation of the U83 and U84 small nucleolar RNAs: two novel 2'-O-ribose methylation guide RNAs that lack complementarities to ribosomal RNAs,crispr,RNA modifications and cancer,768,0,,W2040407722,10.1093/nar/28.6.1348,33,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2411768227,2004,Functional Characterization of 2′-O-Methylation and Pseudouridylation Guide RNAs,crispr,RNA modifications and cancer,768,0,,W2411768227,10.1385/1-59259-775-0:393,14,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2018786123,2000,Activation of Guide RNA-directed Editing of a Cytochromeb mRNA,crispr,Trypanosoma species research and implications,900,0,,W2018786123,10.1074/jbc.m003002200,10,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2048119144,2002,Ribosomal RNA pseudouridines and pseudouridine synthases,crispr,RNA modifications and cancer,768,0,,W2048119144,10.1016/s0014-5793(02)02305-0,193,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2088869826,2000,Evolution of RNA editing in trypanosome mitochondria,crispr,Trypanosoma species research and implications,900,0,,W2088869826,10.1073/pnas.97.13.6986,155,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2118811024,2004,Viral Virulence Protein Suppresses RNA Silencing–Mediated Defense but Upregulates the Role of MicroRNA in Host Gene Expression[W],crispr,Plant Virus Research Studies,714,0,,W2118811024,10.1105/tpc.018986,249,Plant Virus Research Studies,Plant Virus Research Studies,0,2024
crispr::https://openalex.org/W2156308706,2000,The psychoses of epilepsy,crispr,Infectious Encephalopathies and Encephalitis,461,0,,W2156308706,10.1136/jnnp.69.1.1,112,Infectious Encephalopathies and Encephalitis,Infectious Encephalopathies and Encephalitis,0,2024
crispr::https://openalex.org/W2183157368,2002,Editing Machines,crispr,RNA regulation and disease,769,0,,W2183157368,10.1016/s0092-8674(02)00653-0,105,RNA regulation and disease,RNA regulation and disease,0,2024
crispr::https://openalex.org/W2124999767,2003,Sequence and structural requirements for optimal guide RNA-directed insertional editing within <i>Leishmania tarentolae</i>,crispr,Trypanosoma species research and implications,900,0,,W2124999767,10.1261/rna.2175703,13,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2113336183,2001,"Cloning and characterization of two guide RNA-binding proteins from mitochondria of Crithidia fasciculata: gBP27, a novel protein, and gBP29, the orthologue of Trypanosoma brucei gBP21",crispr,Trypanosoma species research and implications,900,0,,W2113336183,10.1093/nar/29.14.2950,52,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2109930513,2003,A 100-kD complex of two RNA-binding proteins from mitochondria of <i>Leishmania tarentolae</i> catalyzes RNA annealing and interacts with several RNA editing components,crispr,Trypanosoma species research and implications,900,0,,W2109930513,10.1261/rna.2134303,104,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2135970805,2002,Short Defective Interfering RNAs of Tombusviruses Are Not Targeted but Trigger Post-Transcriptional Gene Silencing against Their Helper Virus,crispr,Plant Virus Research Studies,714,0,,W2135970805,10.1105/tpc.010366,225,Plant Virus Research Studies,Plant Virus Research Studies,0,2024
crispr::https://openalex.org/W2001952394,2002,Archaeal Guide RNAs Function in rRNA Modification in the Eukaryotic Nucleus,crispr,RNA modifications and cancer,768,0,,W2001952394,10.1016/s0960-9822(02)00655-3,19,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2126924668,2001,"RNomics: an experimental approach that identifies 201 candidates for novel, small, non-messenger RNAs in mouse",crispr,RNA modifications and cancer,768,0,,W2126924668,10.1093/emboj/20.11.2943,324,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W32356715,2004,Creating new ventures : A longitudinal investigation of the nascent venturing process,crispr,Private Equity and Venture Capital,746,0,,W32356715,10.1051/medsci/2020056,80,Private Equity and Venture Capital,Private Equity and Venture Capital,0,2024
crispr::https://openalex.org/W2113567599,2003,"Comparative Genotyping of <i>Campylobacter jejuni</i> by Amplified Fragment Length Polymorphism, Multilocus Sequence Typing, and Short Repeat Sequencing: Strain Diversity, Host Range, and Recombination",crispr,Salmonella and Campylobacter epidemiology,814,0,,W2113567599,10.1128/jcm.41.1.15-26.2003,244,Salmonella and Campylobacter epidemiology,Salmonella and Campylobacter epidemiology,0,2024
crispr::https://openalex.org/W2062290881,2004,The RNA-Induced Silencing Complex Is a Mg2+-Dependent Endonuclease,crispr,RNA Interference and Gene Delivery,765,0,,W2062290881,10.1016/j.cub.2004.03.008,265,RNA Interference and Gene Delivery,RNA Interference and Gene Delivery,0,2024
crispr::https://openalex.org/W2023943834,2003,Interaction of spironolactone with ACE inhibitors or angiotensin receptor blockers: analysis of 44 cases,crispr,Cardiomyopathy and Myosin Studies,151,0,,W2023943834,10.1136/bmj.327.7407.147,117,Cardiomyopathy and Myosin Studies,Cardiomyopathy and Myosin Studies,0,2024
crispr::https://openalex.org/W1976124466,2003,A common sequence motif determines the Cajal body-specific localization of box H/ACA scaRNAs,crispr,RNA modifications and cancer,768,0,,W1976124466,10.1093/emboj/cdg394,207,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W37034664,2002,Beyond Privation: Moral Evil in Aquinas's De Malo,crispr,Theology and Philosophy of Evil,884,0,,W37034664,10.1101/2023.03.29.534819,23,Theology and Philosophy of Evil,Theology and Philosophy of Evil,0,2024
crispr::https://openalex.org/W2030489085,2000,Evidence that processed small dsRNAs may mediate sequence-specific mRNA degradation during RNAi in Drosophila embryos,crispr,RNA Interference and Gene Delivery,765,0,,W2030489085,10.1016/s0960-9822(00)00732-6,238,RNA Interference and Gene Delivery,RNA Interference and Gene Delivery,0,2024
crispr::https://openalex.org/W2004864204,2002,Trypanosome Mitochondrial 3′ Terminal Uridylyl Transferase (TUTase),crispr,Trypanosoma species research and implications,900,0,,W2004864204,10.1016/s0092-8674(02)00647-5,123,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W30660999,2003,"Counseling African American Adolescents: The Impact of Race, Culture, and Middle Class Status.",crispr,Racial and Ethnic Identity Research,773,0,,W30660999,10.1016/j.isci.2018.12.039,57,Racial and Ethnic Identity Research,Racial and Ethnic Identity Research,0,2024
crispr::https://openalex.org/W2169125466,2003,A tale of two TUTases,crispr,Trypanosoma species research and implications,900,0,,W2169125466,10.1073/pnas.1833120100,104,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2069041269,2001,Negative selection of herpes simplex virus thymidine kinase in Toxoplasma gondii,crispr,Toxoplasma gondii Research Studies,888,0,,W2069041269,10.1016/s0166-6851(01)00302-4,20,Toxoplasma gondii Research Studies,Toxoplasma gondii Research Studies,0,2024
crispr::https://openalex.org/W2142066620,2004,Genome-wide searching for pseudouridylation guide snoRNAs: analysis of the Saccharomyces cerevisiae genome,crispr,RNA modifications and cancer,768,0,,W2142066620,10.1093/nar/gkh768,160,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W1494838952,2002,Small nucleolar RNAs: versatile trans-acting molecules of ancient evolutionary origin.,crispr,RNA modifications and cancer,768,0,,W1494838952,,170,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2145081087,2001,"Association of Two Novel Proteins, TbMP52 and TbMP48, with the <i>Trypanosoma brucei</i> RNA Editing Complex",crispr,Trypanosoma species research and implications,900,0,,W2145081087,10.1128/mcb.21.2.380-389.2001,122,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2042048414,2004,Chromosome healing through terminal deletions generated by <i>de novo</i> telomere additions in <i>Saccharomyces cerevisiae</i>,crispr,CRISPR and Genetic Engineering,128,0,,W2042048414,10.1073/pnas.0405443101,61,CRISPR and Genetic Engineering,CRISPR and Genetic Engineering,0,2024
crispr::https://openalex.org/W2138444917,2002,RNA editing: complexity and complications,crispr,RNA regulation and disease,769,0,,W2138444917,10.1046/j.1365-2958.2002.03028.x,111,RNA regulation and disease,RNA regulation and disease,0,2024
crispr::https://openalex.org/W1662752588,2004,Protein–nucleic acid interactions,crispr,Bacteriophages and microbial interactions,100,0,,W1662752588,10.1016/j.sbi.2004.01.007,70,Bacteriophages and microbial interactions,Bacteriophages and microbial interactions,0,2024
crispr::https://openalex.org/W27489041,2001,Comparison of quality changes in soil and hydroponic cultured muskmelon fruits.,crispr,Advances in Cucurbitaceae Research,32,0,,W27489041,10.1038/srep30714,7,Advances in Cucurbitaceae Research,Advances in Cucurbitaceae Research,0,2024
crispr::https://openalex.org/W2067780078,2003,"In vitro RNP assembly and methylation guide activity of an unusual box C/D RNA, cis-acting archaeal pre-tRNATrp",crispr,RNA modifications and cancer,768,0,,W2067780078,10.1093/nar/gkg860,53,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W1987671305,2003,TbMP57 Is a 3′ Terminal Uridylyl Transferase (TUTase) of the Trypanosoma brucei Editosome,crispr,Trypanosoma species research and implications,900,0,,W1987671305,10.1016/s1097-2765(03)00185-0,109,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W29797485,2001,The Frank t-norm family in fuzzy similarity measurement.,crispr,Fuzzy Logic and Control Systems,345,0,,W29797485,10.1111/imb.12502,20,Fuzzy Logic and Control Systems,Fuzzy Logic and Control Systems,0,2024
crispr::https://openalex.org/W2138230142,2002,Prevention of HIV-1 infection in human peripheral blood mononuclear cells by specific RNA interference,crispr,RNA Interference and Gene Delivery,765,0,,W2138230142,10.1093/nar/gkf627,126,RNA Interference and Gene Delivery,RNA Interference and Gene Delivery,0,2024
crispr::https://openalex.org/W2056320866,2000,Redundant and non-functional guide RNA genes in Trypanosoma brucei are a consequence of multiple genes per minicircle,crispr,Trypanosoma species research and implications,900,0,,W2056320866,10.1016/s0378-1119(00)00345-0,7,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2132391748,2003,Cis-acting Elements Stimulating Kinetoplastid Guide RNA-directed Editing,crispr,Trypanosoma species research and implications,900,0,,W2132391748,10.1074/jbc.m307997200,4,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2010230686,2002,Unprocessed Toxoplasma ROP1 is effectively targeted and secreted into the nascent parasitophorous vacuole,crispr,Toxoplasma gondii Research Studies,888,0,,W2010230686,10.1016/s0166-6851(02)00162-7,43,Toxoplasma gondii Research Studies,Toxoplasma gondii Research Studies,0,2024
crispr::https://openalex.org/W2016958409,2003,Minimally invasive approaches to pancreatic pseudocysts,crispr,CRISPR and Genetic Engineering,128,0,,W2016958409,10.1016/j.cursur.2003.06.003,4,CRISPR and Genetic Engineering,CRISPR and Genetic Engineering,0,2024
crispr::https://openalex.org/W2064702688,2002,Transgene expression in Strongyloides stercoralis following gonadal microinjection of DNA constructs,crispr,"Genetics, Aging, and Longevity in Model Organisms",366,0,,W2064702688,10.1016/s0166-6851(01)00414-5,49,"Genetics, Aging, and Longevity in Model Organisms","Genetics, Aging, and Longevity in Model Organisms",0,2024
crispr::https://openalex.org/W2151379971,2004,Defaults and Returns on High-Yield Bonds,crispr,Innovation Policy and R&D,466,0,,W2151379971,10.3905/jpm.2004.319931,39,Innovation Policy and R&D,Innovation Policy and R&D,0,2024
crispr::https://openalex.org/W2028400272,2003,RNA-guided Nucleotide Modification of Ribosomal and Other RNAs,crispr,RNA modifications and cancer,768,0,,W2028400272,10.1074/jbc.r200023200,213,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2050259587,2004,The Structure and Replication of Kinetoplast DNA,crispr,Trypanosoma species research and implications,900,0,,W2050259587,10.2174/1566524043360096,132,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2145707143,2000,Uridylate Addition and RNA Ligation Contribute to the Specificity of Kinetoplastid Insertion RNA Editing,crispr,RNA and protein synthesis mechanisms,767,0,,W2145707143,10.1128/mcb.20.22.8447-8457.2000,98,RNA and protein synthesis mechanisms,RNA and protein synthesis mechanisms,0,2024
crispr::https://openalex.org/W2400266213,2001,Activation and repression of transcription initiation in bacteria,crispr,Bacterial Genetics and Biotechnology,96,0,,W2400266213,10.1042/bse0370017,98,Bacterial Genetics and Biotechnology,Bacterial Genetics and Biotechnology,0,2024
crispr::https://openalex.org/W33714068,2004,ACOUSTIC EMISSION DETECTION OF IMPACT DAMAGE ON SPACE SHUTTLE STRUCTURES,crispr,Transportation Safety and Impact Analysis,895,0,,W33714068,10.1016/j.scr.2021.102271,17,Transportation Safety and Impact Analysis,Transportation Safety and Impact Analysis,0,2024
crispr::https://openalex.org/W2028877521,2001,Isolation and Characterization of a Cold-Sensitive Attachment/Invasion Mutant of Toxoplasma gondii,crispr,Toxoplasma gondii Research Studies,888,0,,W2028877521,10.1006/expr.2000.4577,9,Toxoplasma gondii Research Studies,Toxoplasma gondii Research Studies,0,2024
crispr::https://openalex.org/W2132866668,2001,Mapping 2′-O-Methyl Groups in Ribosomal RNA,crispr,RNA modifications and cancer,768,0,,W2132866668,10.1006/meth.2001.1250,104,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2106003406,2003,RBP16 is a multifunctional gene regulatory protein involved in editing and stabilization of specific mitochondrial mRNAs in <i>Trypanosoma brucei</i>,crispr,Trypanosoma species research and implications,900,0,,W2106003406,10.1261/rna.2160803,90,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W32783942,2003,Seasonality of Intertidal Meiofauna on a Tropical Sandy Beach in Tamandare Bay (Northeast Brazil),crispr,Marine Biology and Ecology Research,546,0,,W32783942,10.1016/j.celrep.2020.108020,13,Marine Biology and Ecology Research,Marine Biology and Ecology Research,0,2024
crispr::https://openalex.org/W1999561231,2002,Influx of fake drugs to Nigeria worries health experts,crispr,Immunodeficiency and Autoimmune Disorders,456,0,,W1999561231,10.1136/bmj.324.7339.698,29,Immunodeficiency and Autoimmune Disorders,Immunodeficiency and Autoimmune Disorders,0,2024
crispr::https://openalex.org/W2137195660,2002,Role of Uridylate-Specific Exoribonuclease Activity in <i>Trypanosoma brucei</i> RNA Editing,crispr,Trypanosoma species research and implications,900,0,,W2137195660,10.1128/ec.1.1.112-118.2002,68,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W38657708,2004,ZERO SHEAR VISCOSITY OF MODIFIED AND UNMODIFIED BINDERS,crispr,Asphalt Pavement Performance Evaluation,78,0,,W38657708,10.1016/j.ibmb.2024.104127,42,Asphalt Pavement Performance Evaluation,Asphalt Pavement Performance Evaluation,0,2024
crispr::https://openalex.org/W1990279782,2002,"Development of the braconid wasp Cotesia congregata in a semi-permissive noctuid host, Trichoplusia ni",crispr,Insect symbiosis and bacterial influences,473,0,,W1990279782,10.1016/s0022-2011(02)00112-x,14,Insect symbiosis and bacterial influences,Insect symbiosis and bacterial influences,0,2024
crispr::https://openalex.org/W1980805610,2003,A snoRNA that guides the two most conserved pseudouridine modifications within rRNA confers a growth advantage in yeast,crispr,RNA modifications and cancer,768,0,,W1980805610,10.1261/rna.5240503,72,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W32508865,2001,Shared challenges in data mining and computational biology (abstract of invited talk).,crispr,Gene expression and cancer classification,352,0,,W32508865,10.3389/fpls.2020.00614,2,Gene expression and cancer classification,Gene expression and cancer classification,0,2024
crispr::https://openalex.org/W2167662103,2000,Association of anticardiolipin antibodies with vascular injury: possible mechanisms,crispr,Atherosclerosis and Cardiovascular Diseases,81,0,,W2167662103,10.1136/pmj.76.900.625,12,Atherosclerosis and Cardiovascular Diseases,Atherosclerosis and Cardiovascular Diseases,0,2024
crispr::https://openalex.org/W2046966555,2002,Mechanism of the gBP21-mediated RNA/RNA annealing reaction: matchmaking and charge reduction,crispr,RNA regulation and disease,769,0,,W2046966555,10.1093/nar/30.2.447,59,RNA regulation and disease,RNA regulation and disease,0,2024
crispr::https://openalex.org/W27698388,2000,Physiological values of selected serum biochemical indices in broiler chickens.,crispr,Animal Nutrition and Physiology,59,0,,W27698388,10.1038/srep34532,25,Animal Nutrition and Physiology,Animal Nutrition and Physiology,0,2024
crispr::https://openalex.org/W2041902449,2002,Structure and expression of chitin synthase in the parasitic nematode Dirofilaria immitis,crispr,Studies on Chitinases and Chitosanases,866,0,,W2041902449,10.1016/s0166-6851(02)00102-0,23,Studies on Chitinases and Chitosanases,Studies on Chitinases and Chitosanases,0,2024
crispr::https://openalex.org/W38878988,2002,Data Visualization in RDBMS.,crispr,Data Management and Algorithms,230,0,,W38878988,10.1016/j.gene.2024.148622,16,Data Management and Algorithms,Data Management and Algorithms,0,2024
crispr::https://openalex.org/W28878819,2003,Frequency-Domain Pattern Recognition for Dynamic System Characterization of Enterprise Servers.,crispr,Software System Performance and Reliability,843,0,,W28878819,10.1186/s13036-017-0072-5,1,Software System Performance and Reliability,Software System Performance and Reliability,0,2024
crispr::https://openalex.org/W2139186079,2001,The complete DNA sequence of the mitochondrial genome of Physarum polycephalum,crispr,Slime Mold and Myxomycetes Research,833,0,,W2139186079,10.1007/s004380000357,62,Slime Mold and Myxomycetes Research,Slime Mold and Myxomycetes Research,0,2024
crispr::https://openalex.org/W1990593079,2001,Unique aspects of mitochondrial biogenesis in trypanosomatids,crispr,Trypanosoma species research and implications,900,0,,W1990593079,10.1016/s0020-7519(01)00296-x,90,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W26829317,2003,Supporting UPA and restriction on an extension of XML Schema.,crispr,Advanced Database Systems and Queries,16,0,,W26829317,10.1038/nbt.3469,3,Advanced Database Systems and Queries,Advanced Database Systems and Queries,0,2024
crispr::https://openalex.org/W34513293,2004,Computational Complexity of Euclidean Sets: Hyperbolic Julia Sets are Poly-Time Computable,crispr,Mathematical Dynamics and Fractals,556,0,,W34513293,10.1016/j.omtn.2021.06.011,28,Mathematical Dynamics and Fractals,Mathematical Dynamics and Fractals,0,2024
crispr::https://openalex.org/W1991631460,2001,RNA Editing–Associated Protein 1 Is an RNA Binding Protein with Specificity for Preedited mRNA,crispr,RNA regulation and disease,769,0,,W1991631460,10.1016/s1097-2765(01)00231-3,41,RNA regulation and disease,RNA regulation and disease,0,2024
crispr::https://openalex.org/W28573077,2000,The economics of labor markets. 5th ed.,crispr,Economic Development and Digital Transformation,263,0,,W28573077,10.1167/tvst.6.3.13,11,Economic Development and Digital Transformation,Economic Development and Digital Transformation,0,2024
crispr::https://openalex.org/W35610203,2002,Sugar cane as a renewable feedstock for the chemical industry: challenges and opportunities.,crispr,Sugarcane Cultivation and Processing,867,0,,W35610203,10.1038/s41467-022-30557-4,12,Sugarcane Cultivation and Processing,Sugarcane Cultivation and Processing,0,2024
crispr::https://openalex.org/W2138077578,2002,Distinct Functions of Two RNA Ligases in Active <i>Trypanosoma brucei</i> RNA Editing Complexes,crispr,Trypanosoma species research and implications,900,0,,W2138077578,10.1128/mcb.22.13.4652-4660.2002,66,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2136867879,2004,Substrate Specificity for 4-Thiouridine Modification in Escherichia coli,crispr,Biochemical and Molecular Research,107,0,,W2136867879,10.1074/jbc.m401757200,59,Biochemical and Molecular Research,Biochemical and Molecular Research,0,2024
crispr::https://openalex.org/W2127264766,2002,RNA Sequence and Base Pairing Effects on Insertion Editing in <i>Trypanosoma brucei</i>,crispr,Trypanosoma species research and implications,900,0,,W2127264766,10.1128/mcb.22.5.1567-1576.2002,46,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W2134548871,2004,"Small nucleolar RNAs that guide modification in trypanosomatids: repertoire, targets, genome organisation, and unique functions",crispr,RNA modifications and cancer,768,0,,W2134548871,10.1016/j.ijpara.2003.10.014,58,RNA modifications and cancer,RNA modifications and cancer,0,2024
crispr::https://openalex.org/W2121692632,2002,Assembly and Function of the RNA Editing Complex in <i>Trypanosoma brucei</i> Requires Band III Protein,crispr,Trypanosoma species research and implications,900,0,,W2121692632,10.1128/mcb.22.9.3194-3203.2002,57,Trypanosoma species research and implications,Trypanosoma species research and implications,0,2024
crispr::https://openalex.org/W34344955,2001,A hierarchy of meaning systems based on value,crispr,Language and cultural evolution,497,0,,W34344955,10.1038/s41598-021-95058-8,11,Language and cultural evolution,Language and cultural evolution,0,2024
crispr::https://openalex.org/W2017836293,2003,Protection against ischemic brain damage by GDNF affecting cell survival and death signals,crispr,Nerve injury and regeneration,622,0,,W2017836293,10.1179/016164103101201454,52,Nerve injury and regeneration,Nerve injury and regeneration,0,2024
