paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,B,RS,DeltaQ0,Uzzi,RTD,BurtIP,PDE,degree_p,effective_size,constraint_inv,field_variety,field_simpson,community_variety,DeltaQ0_raw_q0_minus_qminus,B_transformed,B_z,B_z_scope,RS_transformed,RS_z,RS_z_scope,DeltaQ0_transformed,DeltaQ0_z,DeltaQ0_z_scope,Uzzi_transformed,Uzzi_z,Uzzi_z_scope,RTD_transformed,RTD_z,RTD_z_scope,BurtIP_transformed,BurtIP_z,BurtIP_z_scope,PDE_transformed,PDE_z,PDE_z_scope
graphene_2d_materials::https://openalex.org/W2091804031,"Heteroepitaxial growth by Van der Waals interaction in one-, two- and three-dimensional materials",graphene_2d_materials,1991,2D Materials and Applications,100000,0,5,77.0,0.55,0.32,-0.375,0.0,0.3199999999999998,0.76,0.5004024235361879,5.0,3.8,2.094240837696335,2.0,0.3199999999999998,2.0,0.375,0.4382549309311553,0.285884922911178,global,0.32,0.3877353729529751,global,-0.2497,-2.5716519965704685,global,0.0,-0.1922192777902948,global,0.3199999999999998,0.0802151678250921,global,0.76,0.2473260880814441,global,0.5004024235361879,-0.0577504989744681,global
graphene_2d_materials::https://openalex.org/W1542482684,MoS2 structures in high-activity hydrotreating catalysts,graphene_2d_materials,1993,Catalysis and Hydrodesulfurization Studies,100150,0,12,132.0,0.8939393939393939,0.4985978662318902,-0.0202076124567474,0.7811467518078925,0.5277777777777779,0.9305555555555556,1.0986122886631098,12.0,11.166666666666666,6.12947088383092,5.0,0.5277777777777779,5.0,0.0202076124567474,0.6386589952758756,0.6618544345702997,field,0.4985978662318902,0.6123252595442159,field,-0.0202076124567474,-0.2763775935405557,field,0.7811467518078925,1.5839392375511274,field,0.5277777777777779,0.3614782846173022,field,0.9305555555555556,0.9098469585460014,field,1.0986122886631098,0.6618544345702997,field
graphene_2d_materials::https://openalex.org/W1964642922,Crystal reorientation and wear mechanisms in MoS<sub>2</sub> lubricating thin films investigated by TEM,graphene_2d_materials,1993,Metal and Thin Film Mechanics,100547,0,6,55.0,0.9333333333333332,0.2585173542977351,0.010204081632653,1.069299703901542,0.2777777777777777,0.9444444444444444,0.4505612088643047,6.0,5.666666666666667,4.235294117647059,2.0,0.2777777777777777,2.0,-0.010204081632653,0.6592456288842639,1.3001534333634233,field,0.2585173542977351,0.4830894029164177,field,0.010204081632653,0.9891686273406352,field,1.069299703901542,2.0851744042911657,global,0.2777777777777777,0.3292913469781222,field,0.9444444444444444,1.211232130921345,field,0.4505612088643047,0.2035442315324863,field
graphene_2d_materials::https://openalex.org/W1968164954,Self-assembled alkane monolayers on MoSe2 and MoS2,graphene_2d_materials,1993,Surface Chemistry and Catalysis,100792,0,5,81.0,0.9,0.7200000000000002,0.0833333333333333,0.2294952127344983,0.72,0.92,1.3321790402061222,5.0,4.6,3.333333333333333,4.0,0.72,4.0,-0.0833333333333333,0.6418538861723948,1.6357623302164253,global,0.7200000000000002,2.291581144332876,global,0.0833333333333333,1.4657641509073749,global,0.2294952127344983,1.22331313258838,global,0.72,1.6198562586382692,global,0.92,1.6081902300296225,global,1.3321790402061222,1.4450350415355628,global
graphene_2d_materials::https://openalex.org/W2069810599,MoS2 structures in high activity hydrotreating catalysts. II. Evolution of the active phase during the catalyst life cycle. Deactivation model,graphene_2d_materials,1993,Catalysis and Hydrodesulfurization Studies,100150,0,9,61.0,0.9027777777777776,0.5900999103381752,-0.0868055555555555,0.7811467518078925,0.6419753086419753,0.925925925925926,1.303092403756719,9.0,8.333333333333334,5.044982698961938,5.0,0.6419753086419753,5.0,0.0868055555555555,0.6433148068120695,0.850294649899591,field,0.5900999103381752,1.0057909761129349,field,-0.0868055555555555,-0.9728151910062732,field,0.7811467518078925,1.5839392375511274,field,0.6419753086419753,0.8648943586852829,field,0.925925925925926,0.7798420175369035,field,1.303092403756719,0.8358739718874293,field
graphene_2d_materials::https://openalex.org/W1998846705,"Development, testing and characterization of MoS2 thin film bearings",graphene_2d_materials,1994,Metal and Thin Film Mechanics,100547,0,5,14.0,0.75,0.0,-0.0,0.0,0.0,0.8400000000000001,-1.000088900581841e-12,5.0,4.2,2.6162790697674416,1.0,0.0,1.0,0.0,0.5596157879354227,0.2035442315324863,field,0.0,-0.8648943586852831,field,-0.0,-0.0404405085656462,field,,,missing,0.0,-0.8648943586852831,field,0.8400000000000001,0.1829481404283051,field,-1.000088900581841e-12,-0.8648943586852831,field
graphene_2d_materials::https://openalex.org/W2042663049,Ultrahigh vacuum high resolution transmission electron microscopy of sputter-deposited MoS2 thin films,graphene_2d_materials,1994,Metal and Thin Film Mechanics,100547,0,6,28.0,0.411111111111111,0.0,-0.0,0.0,0.0,0.6666666666666666,-1.000088900581841e-12,6.0,4.0,2.164509394572025,1.0,0.0,1.0,0.0,0.3443774161283261,-0.9567178670981497,field,0.0,-0.8648943586852831,field,-0.0,-0.0404405085656462,field,,,missing,0.0,-0.8648943586852831,field,0.6666666666666666,-1.093456203314379,field,-1.000088900581841e-12,-0.8648943586852831,field
graphene_2d_materials::https://openalex.org/W2042845138,Fracture in MoS2 solid lubricant films,graphene_2d_materials,1994,Metal and Thin Film Mechanics,100547,0,6,30.0,0.6,0.2777777777777778,0.0049999999999999,0.4923499214963333,0.2777777777777777,0.7777777777777778,0.4505612088643047,6.0,4.666666666666667,2.4983132530120487,2.0,0.2777777777777777,2.0,-0.0049999999999999,0.4700036292457355,-0.3940442266879648,field,0.2777777777777778,0.5290450577878208,field,0.0049999999999999,0.8358739718874293,field,0.4923499214963333,1.6575712423033075,global,0.2777777777777777,0.3292913469781222,field,0.7777777777777778,-0.2035442315324861,field,0.4505612088643047,0.2035442315324863,field
graphene_2d_materials::https://openalex.org/W2057851761,Electronic band structure of multilayered carbon tubules,graphene_2d_materials,1994,Graphene research and applications,100373,0,5,84.0,0.9,0.2188071148746118,0.0138888888888887,0.0,0.3199999999999998,0.92,0.5004024235361879,5.0,4.6,3.333333333333333,2.0,0.3199999999999998,2.0,-0.0138888888888887,0.6418538861723948,1.6357623302164253,global,0.2188071148746118,-0.0112056409275943,global,0.0138888888888887,0.7197808798512159,global,0.0,-0.1922192777902948,global,0.3199999999999998,0.0802151678250921,global,0.92,1.6081902300296225,global,0.5004024235361879,-0.0577504989744681,global
graphene_2d_materials::https://openalex.org/W2334006453,Epitaxial Growth of Two-Dimensional Dichalcogenides and Modification of Their Surfaces with Scanning Probe Microscopes,graphene_2d_materials,1994,2D Materials and Applications,100000,0,6,1.0,0.4555555555555555,0.2013862363587601,-0.1354166666666667,0.0,0.2777777777777777,0.6666666666666666,0.4505612088643047,6.0,4.0,2.2542658850950588,2.0,0.2777777777777777,2.0,0.1354166666666667,0.3753876528708864,-0.0238930453251352,global,0.2013862363587601,-0.0751256875645265,global,-0.1354166666666667,-1.91494651236892,global,0.0,-0.1922192777902948,global,0.2777777777777777,-0.0607156158108313,global,0.6666666666666666,-0.3573678199920433,global,0.4505612088643047,-0.1718836319952721,global
