paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,n_future_citers,community_reach,field_entropy,cross_community_adoption,path_shortening,modularity_shock,partition_change,boundary_mixing,post_perturbation_concentration,hub_formation
graphene_2d_materials::https://openalex.org/W2091804031,"Heteroepitaxial growth by Van der Waals interaction in one-, two- and three-dimensional materials",graphene_2d_materials,1991,2D Materials and Applications,100000,0,5,4,4.0,1.3862943611158907,1.0,0.0,0.0,1.0,-0.3076923076923077,0.25,1.0
graphene_2d_materials::https://openalex.org/W1542482684,MoS2 structures in high-activity hydrotreating catalysts,graphene_2d_materials,1993,Catalysis and Hydrodesulfurization Studies,100150,0,12,23,3.0,0.355712859743894,0.08695652173913043,0.4,0.0,0.2240608243364664,-0.0930693069306931,0.8374291115311908,1.0
graphene_2d_materials::https://openalex.org/W1964642922,Crystal reorientation and wear mechanisms in MoS<sub>2</sub> lubricating thin films investigated by TEM,graphene_2d_materials,1993,Metal and Thin Film Mechanics,100547,0,6,11,2.0,0.3046360973472382,0.09090909090909091,0.0,0.009645061728395014,0.009344838104891489,0.1388888888888889,0.8347107438016528,1.0
graphene_2d_materials::https://openalex.org/W1968164954,Self-assembled alkane monolayers on MoSe2 and MoS2,graphene_2d_materials,1993,Surface Chemistry and Catalysis,100792,0,5,4,2.0,0.6931471805579453,0.5,1.8333333333333333,0.07988165680473377,0.25192357407447924,0.46153846153846156,0.5,1.0
graphene_2d_materials::https://openalex.org/W2069810599,MoS2 structures in high activity hydrotreating catalysts. II. Evolution of the active phase during the catalyst life cycle. Deactivation model,graphene_2d_materials,1993,Catalysis and Hydrodesulfurization Studies,100150,0,9,9,2.0,0.3488320958410319,0.1111111111111111,0.4,0.0,0.3057735632557007,-0.2612612612612612,0.8024691358024691,1.0
graphene_2d_materials::https://openalex.org/W1998846705,"Development, testing and characterization of MoS2 thin film bearings",graphene_2d_materials,1994,Metal and Thin Film Mechanics,100547,0,5,3,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,1.0,1.0
graphene_2d_materials::https://openalex.org/W2042663049,Ultrahigh vacuum high resolution transmission electron microscopy of sputter-deposited MoS2 thin films,graphene_2d_materials,1994,Metal and Thin Film Mechanics,100547,0,6,13,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,1.0,1.0
graphene_2d_materials::https://openalex.org/W2042845138,Fracture in MoS2 solid lubricant films,graphene_2d_materials,1994,Metal and Thin Film Mechanics,100547,0,6,6,1.0,-1.000088900581841e-12,0.0,0.0,0.0006858710562414158,0.0888056394794565,0.037037037037037035,1.0,1.0
graphene_2d_materials::https://openalex.org/W2057851761,Electronic band structure of multilayered carbon tubules,graphene_2d_materials,1994,Graphene research and applications,100373,0,5,4,1.0,-1.000088900581841e-12,1.0,0.0,0.1862244897959183,1.0,0.6428571428571429,1.0,1.0
graphene_2d_materials::https://openalex.org/W2334006453,Epitaxial Growth of Two-Dimensional Dichalcogenides and Modification of Their Surfaces with Scanning Probe Microscopes,graphene_2d_materials,1994,2D Materials and Applications,100000,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24999999999999994,0.0,1.0
graphene_2d_materials::https://openalex.org/W1983956165,"On the correlation between the scanning tunneling microscopy image imperfections and point defects of layered chalcogenides 2HMX2 (M = Mo, W; X = S, Se)",graphene_2d_materials,1995,2D Materials and Applications,100000,0,6,8,6.0,1.7328679513938632,0.875,1.1,0.14030612244897958,0.7126417936566767,0.9285714285714286,0.1875,1.0
graphene_2d_materials::https://openalex.org/W2013005775,EXAFS of sputter-deposited MoS2 films,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,8,3,1.0,-1.000088900581841e-12,0.0,0.0,0.000945179584120932,0.06550784501721567,0.043478260869565216,1.0,1.0
graphene_2d_materials::https://openalex.org/W2018823200,"The effect of phosphorus on the HDN reaction of piperidine, decahydroquinoline and ortho-propylaniline over Ni-MoS2/Al2O3 catalysts",graphene_2d_materials,1995,Catalysis and Hydrodesulfurization Studies,100150,0,5,2,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,1.0,1.0
graphene_2d_materials::https://openalex.org/W2040403588,Carbon nanotubes with single-layer walls,graphene_2d_materials,1995,Carbon Nanotubes in Composites,100144,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2222222222222222,0.0,1.0
graphene_2d_materials::https://openalex.org/W2049449367,Structural change of supported NiMo sulfide catalysts during the hydrogenation of coal-derived liquids,graphene_2d_materials,1995,Catalysis and Hydrodesulfurization Studies,100150,0,5,1,1.0,-1.000088900581841e-12,0.0,0.16666666666666666,0.0,0.39581560200335836,-0.375,1.0,1.0
graphene_2d_materials::https://openalex.org/W2056663269,Anomalous wear behavior of MoS2 films in moderate vacuum and dry nitrogen,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,5,3,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,1.0,1.0
graphene_2d_materials::https://openalex.org/W2061817967,"Low-friction, high-endurance, ion-beam-deposited PbMoS coatings",graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,10,18,4.0,0.6336632569736562,0.16666666666666666,0.0,0.0,0.061125013649700514,0.02651515151515152,0.7037037037037038,1.0
graphene_2d_materials::https://openalex.org/W2073484000,Effects of temperature and ion-to-atom ratio on the orientation of IBAD MoS2 coatings,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,6,7,4.0,1.1537419426970903,0.42857142857142855,0.0,0.01440000000000001,0.25698118924235425,0.2,0.38775510204081637,1.0
graphene_2d_materials::https://openalex.org/W2077704487,Relationship of Endurance to Microstructure of IBAD MoS<sub>2</sub>Coatings,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,7,9,5.0,1.303092403756719,0.4444444444444444,0.0,0.0,0.26866647658950915,0.24324324324324326,0.3580246913580247,1.0
graphene_2d_materials::https://openalex.org/W2092640920,Nanostructure of Au-20% Pd layers in MoS2 multilayer solid lubricant films,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,7,11,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,1.0,1.0
graphene_2d_materials::https://openalex.org/W2163927137,Pyridine interaction with a partially hydrogenated MoS2 modelled surface. A molecular orbital study,graphene_2d_materials,1995,Molecular Junctions and Nanostructures,100572,0,5,4,2.0,0.5623351446168083,1.0,2.0,0.2474489795918367,0.22558183280336616,0.9285714285714286,0.625,1.0
graphene_2d_materials::https://openalex.org/W1600061017,Super-low friction of MoS2 coatings in various environments,graphene_2d_materials,1996,Metal and Thin Film Mechanics,100547,0,5,0,0.0,0.0,0.0,2.0,0.0078125,0.0,0.125,0.0,1.0
