paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,fold_id,S_w,S_w_oof,S_equal,RGPM,RGPM_v2,RGPM_simple,RGPM_v3_balanced,RGPM_primary_only,RGPM_structural_residual_tau10,RGPM_structural_residual_raw_tau10,RGPM_popularity_fitted_tau10,RGPM_mahalanobis_debug,B_z,RS_z,DeltaQ0_z,Uzzi_z,RTD_z,BurtIP_z,PDE_z
ubiquitin_and_proteasome_pathways::https://openalex.org/W1969336855,Thermolability of ubiquitin-activating enzyme from the mammalian cell cycle mutant ts85,ubiquitin_and_proteasome_pathways,1984,Molecular Biology,35665531,0,5,521.0,-1,0.0713101939848719,,-0.5008510876679197,0.7985059956752506,0.7473909389116165,0.7473909389116165,0.7473909389116165,0.7473909389116165,0.7985059956752506,0.6761854055925197,0.07120553331909674,2.072661690471372,-2.838424893554233,0.2871940648305306,-1.675113742671512,-0.26674765231541236,1.9723021045724298,-2.585810738282959,1.6006432437457176
ubiquitin_and_proteasome_pathways::https://openalex.org/W1564518002,The immunochemical detection and quantitation of intracellular ubiquitin-protein conjugates.,ubiquitin_and_proteasome_pathways,1985,Molecular Biology,35665531,0,6,380.0,-1,-0.00028873527483244676,,-0.6397393574083533,0.6809514448594457,0.26947323860577205,0.26947323860577205,0.26947323860577205,0.26947323860577205,0.6809514448594457,0.27788221764041565,-0.008408979034643604,1.692334704680666,-2.838424893554233,0.08370603916525975,-1.4834557383196358,-0.26674765231541236,1.655624292818527,-3.0,1.3711224503470218
ubiquitin_and_proteasome_pathways::https://openalex.org/W1529813906,Ubiquitin-mediated protein degradation.,ubiquitin_and_proteasome_pathways,1988,Molecular Biology,38050654,0,7,452.0,-1,0.19639323556932028,,-0.240819434795676,0.8275997641045802,0.9109567772915802,0.9109567772915802,0.9109567772915802,0.9109567772915802,0.8275997641045802,0.7852551301216131,0.12570164716996718,1.8634049045639176,-1.5367590221824152,-0.0560388212775564,-0.872800144725378,-0.26674765231541236,1.38369855178555,-1.5665155149760985,1.2294265601215784
ubiquitin_and_proteasome_pathways::https://openalex.org/W1995596496,ATP-dependent incorporation of 20S protease into the 26S complex that degrades proteins conjugated to ubiquitin.,ubiquitin_and_proteasome_pathways,1989,Molecular Biology,35665531,0,5,370.0,-1,-0.083687351866014,,-0.4802526284479175,0.77295065854138,0.7056364245660443,0.7056364245660443,0.7056364245660443,0.7056364245660443,0.77295065854138,0.5698585136768116,0.13577791088923263,2.9212106082955844,-1.8696783524034188,-0.08044815476953242,-2.0325456666171786,-0.26674765231541236,1.9723021045724298,-1.7021323012889886,0.617481623686679
ubiquitin_and_proteasome_pathways::https://openalex.org/W1573531091,Distinct 19 S and 20 S subcomplexes of the 26 S proteasome and their distribution in the nucleus and the cytoplasm.,ubiquitin_and_proteasome_pathways,1994,Oncology,37998907,0,6,393.0,-1,0.7873095895622035,,0.1205061974609736,0.7057204639276587,0.6501154690496839,0.6501154690496839,0.6501154690496839,0.6501154690496839,0.7057204639276587,0.35141232133427586,0.298703147715408,2.2683714986660597,-0.31863936396437514,-0.9803303522249299,-0.5862726494026449,-0.26093593268626625,2.3410271376304492,-0.29338123212119327,0.9420757749957756
ubiquitin_and_proteasome_pathways::https://openalex.org/W2015997780,"Ubiquitin, proteasomes, and the regulation of intracellular protein degradation",ubiquitin_and_proteasome_pathways,1995,Molecular Biology,35665531,0,5,895.0,-1,0.0821746722916775,,0.21647602379073846,0.8912915274228426,1.6947978105240618,1.6947978105240618,1.6947978105240618,1.6947978105240618,0.8912915274228426,1.1009502225646308,0.593847587959431,2.2354124763264376,0.17871610634153678,1.005270035825144,-0.18119105359024423,-0.26674765231541236,0.30925921581630467,-0.14745610922883856,0.617481623686679
ubiquitin_and_proteasome_pathways::https://openalex.org/W2091403769,Role of the Ubiquitin-Proteasome Pathway in Regulating Abundance of the Cyclin-Dependent Kinase Inhibitor p27,ubiquitin_and_proteasome_pathways,1995,Oncology,33503771,0,5,1834.0,-1,0.17604842750941324,,-0.41230001323788146,0.9172400235895419,2.045519856565922,2.045519856565922,2.045519856565922,2.045519856565922,0.9172400235895419,1.2472011999190888,0.7983186566468331,3.1958503781477647,-0.09655861528963908,-1.4260768722728472,0.7050658929000242,0.0,-0.1940281424239263,-0.4484254833059347,-1.4260768722728472
ubiquitin_and_proteasome_pathways::https://openalex.org/W2158708535,Signal-induced site-specific phosphorylation targets I kappa B alpha to the ubiquitin-proteasome pathway.,ubiquitin_and_proteasome_pathways,1995,Molecular Biology,35665531,0,7,1288.0,-1,-0.14626158130285086,,0.22883925136949607,0.734617652840574,1.0846723789471888,1.0846723789471888,1.0846723789471888,1.0846723789471888,0.734617652840574,0.44117502731540514,0.6434973516317837,1.537380187421248,0.8080853495744158,0.6532408227713772,-1.0592020491738288,-0.26674765231541236,0.6653463120210005,0.42124644915686055,0.3799055275520598
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2004002095,Genetic analysis of ageing: role of oxidative damage and environmental stresses,genetics_aging_and_longevity_in_model_organisms,1996,Aging,56945429,0,8,652.0,-1,0.02617322682007142,,0.7066147690942933,0.2024769019068213,0.18808979774183912,0.18808979774183912,0.18808979774183912,0.18808979774183912,0.2024769019068213,-0.6786757644882865,0.8667655622301256,0.920973867791414,1.1263911290388005,1.5197595111588964,-1.4548373849048866,-0.050660616765876576,1.3233642164550579,1.086760073630378,1.395526455047684
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2111882191,"Longevity, Genes, and Aging",genetics_aging_and_longevity_in_model_organisms,1996,Aging,56945429,0,7,362.0,-1,0.99062217871653,,0.9172595156820934,0.46432081777078826,0.469292497991131,0.469292497991131,0.469292497991131,0.469292497991131,0.46432081777078826,-0.25090706760993314,0.7201995656010641,1.0142366111775456,1.395526455047684,0.9541652531461942,1.2575033449375064,-0.050660616765876576,0.7435597568794307,1.5547735945968528,0.5659488219328631
