paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,fold_id,S_w,S_w_oof,S_equal,RGPM,RGPM_v2,RGPM_simple,RGPM_v3_balanced,RGPM_primary_only,RGPM_structural_residual_tau10,RGPM_structural_residual_raw_tau10,RGPM_popularity_fitted_tau10,RGPM_mahalanobis_debug,B_z,RS_z,DeltaQ0_z,Uzzi_z,RTD_z,BurtIP_z,PDE_z
graphene_2d_materials::https://openalex.org/W1983956165,"On the correlation between the scanning tunneling microscopy image imperfections and point defects of layered chalcogenides 2HMX2 (M = Mo, W; X = S, Se)",graphene_2d_materials,1995,2D Materials and Applications,100000,0,6,45.0,2,2.032459684217546,2.017125313534053,2.143315708483405,0.9907219973009447,3.288099719468495,3.288099719468495,3.288099719468495,3.288099719468495,0.9907219973009447,1.9909997378154198,1.297099981653075,5.410408493158529,2.416088236055688,2.6274306014434146,2.1631055358418902,1.489125195374766,2.026839666045458,2.416088236055688,1.8645324885669288
graphene_2d_materials::https://openalex.org/W2013005775,EXAFS of sputter-deposited MoS2 films,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,8,30.0,2,0.2263338045210987,0.24583023628672093,0.252068957036437,0.023785425101214574,0.053105990232693516,0.053105990232693516,0.053105990232693516,0.053105990232693516,0.023785425101214574,-1.1448163260225486,1.1979223162552421,0.5945966496775794,0.5290450577878208,0.1419787708678464,0.7261579685418759,-0.1922192777902948,0.0809472904812959,0.4381323808008688,0.04044050856564621
graphene_2d_materials::https://openalex.org/W2018823200,"The effect of phosphorus on the HDN reaction of piperidine, decahydroquinoline and ortho-propylaniline over Ni-MoS2/Al2O3 catalysts",graphene_2d_materials,1995,Catalysis and Hydrodesulfurization Studies,100150,0,5,30.0,2,-0.5418671440336821,-0.5369249435829828,-0.12597657232222514,0.021761133603238867,0.0942713950123913,0.0942713950123913,0.0942713950123913,0.0942713950123913,0.021761133603238867,-1.1592676323157032,1.2535390273280944,0.5672229908639534,1.6218348714406075,-1.4568373240580372,0.2450062230373207,0.0,-1.4568373240580372,1.6218348714406075,-1.4568373240580372
graphene_2d_materials::https://openalex.org/W2040403588,Carbon nanotubes with single-layer walls,graphene_2d_materials,1995,Carbon Nanotubes in Composites,100144,0,6,114.0,2,0.23613982257362706,0.16160570781240025,0.638648414681352,0.0006747638326585695,0.0,0.0,0.0,0.0,0.0006747638326585695,-1.5416603047507722,1.5416603047507722,1.7257103117481982,0.9019724083075813,1.3879625537082823,-2.023552716137068,1.051346184063101,1.3677510532890527,0.7513714333925656,1.03368798614595
graphene_2d_materials::https://openalex.org/W2049449367,Structural change of supported NiMo sulfide catalysts during the hydrogenation of coal-derived liquids,graphene_2d_materials,1995,Catalysis and Hydrodesulfurization Studies,100150,0,5,12.0,2,-0.20745857604846518,-0.18672199777482013,0.2613812653006893,0.4375843454790823,0.7855254407157558,0.7855254407157558,0.7855254407157558,0.7855254407157558,0.4375843454790823,-0.28831780871677004,1.0738432494325258,1.8658632271873539,0.7662149957742836,0.5642549363264997,-1.9075329151166571,-0.40064807507007677,1.130977608245158,0.6872336796049823,0.9891686273406352
graphene_2d_materials::https://openalex.org/W2056663269,Anomalous wear behavior of MoS2 films in moderate vacuum and dry nitrogen,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,5,46.0,2,-0.42121110686754304,-0.4307717966729651,-0.4590771682074937,0.005060728744939271,0.0,0.0,0.0,0.0,0.005060728744939271,-1.337627920791618,1.337627920791618,0.6657400428629343,-0.16242937264128568,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,-0.4159872201896748,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2061817967,"Low-friction, high-endurance, ion-beam-deposited PbMoS coatings",graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,10,102.0,2,-0.2762143203298574,-0.27627619224815914,0.02050554248640475,0.13309716599190283,0.5584675813248319,0.5584675813248319,0.5584675813248319,0.5584675813248319,0.13309716599190283,-0.8422552861333044,1.4007228674581362,0.9939894412479304,0.6744897501960817,0.02021612109215472,-0.894662104718073,-0.1922192777902948,-0.02021612109215472,0.5761465508092741,-0.02021612109215472
graphene_2d_materials::https://openalex.org/W2073484000,Effects of temperature and ion-to-atom ratio on the orientation of IBAD MoS2 coatings,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,6,48.0,2,-0.3838990363036183,-0.3866633065043895,-0.1651766888316357,0.5445344129554656,1.283873638066993,1.283873638066993,1.283873638066993,1.283873638066993,0.5445344129554656,-0.02938122188697334,1.3132548599539664,1.9246217303784536,0.7261579685418759,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,0.7527287942581697,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2077704487,Relationship of Endurance to Microstructure of IBAD MoS<sub>2</sub>Coatings,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,7,36.0,2,-0.37543580063081405,-0.37540003914794695,-0.10309826434645661,0.680668016194332,1.6071500947594095,1.6071500947594095,1.6071500947594095,1.6071500947594095,0.680668016194332,0.3757413278475479,1.2314087669118616,2.4206035305688838,0.9567178670981497,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,0.9567178670981497,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2092640920,Nanostructure of Au-20% Pd layers in MoS2 multilayer solid lubricant films,graphene_2d_materials,1995,Metal and Thin Film Mechanics,100547,0,7,46.0,2,-0.47744556542487393,-0.5078913054667319,-0.8632537281052546,0.008434547908232119,0.0,0.0,0.0,0.0,0.008434547908232119,-1.2793915101672635,1.2793915101672635,0.6657400428629343,-1.7469549015612453,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,-1.6606976105540416,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2163927137,Pyridine interaction with a partially hydrogenated MoS2 modelled surface. A molecular orbital study,graphene_2d_materials,1995,Molecular Junctions and Nanostructures,100572,0,5,14.0,2,0.8502922466579528,0.8976114938869473,1.0888298903850215,0.9586707152496626,2.5585694130767047,2.5585694130767047,2.5585694130767047,2.5585694130767047,0.9586707152496626,1.472968117231678,1.0856012958450267,4.981916775780679,2.416088236055688,0.3877353729529751,2.5716519965704707,-0.1922192777902948,0.08021516782509211,2.416088236055688,-0.057750498974468184
graphene_2d_materials::https://openalex.org/W1600061017,Super-low friction of MoS2 coatings in various environments,graphene_2d_materials,1996,Metal and Thin Film Mechanics,100547,0,5,30.0,2,0.4742602624157555,0.4832637029255756,0.24587717629692007,0.7063090418353576,1.70282989421159,1.70282989421159,1.70282989421159,1.70282989421159,0.7063090418353576,0.4445638791275719,1.2582660150840181,3.649092294661521,-0.3507092949272308,0.7261579685418759,0.8946621047180732,-0.1922192777902948,0.5761465508092741,-0.4159872201896748,0.4830894029164177
graphene_2d_materials::https://openalex.org/W1988926593,H2 interaction with S atoms of a MoS2 modelled catalytic site: electronic density analysis for SH formation,graphene_2d_materials,1996,2D Materials and Applications,100000,0,7,20.0,2,0.704633686005081,0.7572911589964822,0.85439005463321,0.8402496626180836,1.9607036894256102,1.9607036894256102,1.9607036894256102,1.9607036894256102,0.8402496626180836,0.8557423901315409,1.1049612992940694,4.046712230329166,2.033480035485428,-0.023470081210587707,2.5716519965704707,-0.1922192777902948,-0.16888043562605215,2.013820904996664,-0.25365275999315695
graphene_2d_materials::https://openalex.org/W1995989150,Mechanics and Chemistry of Solids in Sliding Contact,graphene_2d_materials,1996,Metal and Thin Film Mechanics,100547,0,6,86.0,2,-0.42620917590664587,-0.4350988614567129,-0.5042076744064689,0.7904858299595142,2.12953306505297,2.12953306505297,2.12953306505297,2.12953306505297,0.7904858299595142,0.6957324458766974,1.4338006191762727,3.86575984964688,-0.2450062230373207,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,-0.6493239131864659,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2004704360,High resolution transmission electron microscopy study of quasi-amorphous MoSx coatings,graphene_2d_materials,1996,Metal and Thin Film Mechanics,100547,0,5,17.0,2,-0.4700761523172078,-0.49977934310429384,-0.8030209238961227,0.20057354925775978,0.39015083512992427,0.39015083512992427,0.39015083512992427,0.39015083512992427,0.20057354925775978,-0.7212863448786748,1.1114371800085991,0.7333701417536219,-1.5852778215207872,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,-1.4007450611305765,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2025970651,Molecular mechanics study of the interaction of molybdenum disulfide layers with a γ-alumina support in hydrotreating catalysts,graphene_2d_materials,1996,Catalysis and Hydrodesulfurization Studies,100150,0,10,11.0,2,-0.4836714374725787,-0.4762152693658781,-0.27612248990553173,0.07321187584345479,0.0,0.0,0.0,0.0,0.07321187584345479,-0.9640601706911238,0.9640601706911238,0.3841398021009955,0.6245627645550067,-0.7393781286389901,-0.17267966860479173,-0.40064807507007677,-0.8358739718874296,0.4270336221949891,-0.8358739718874296
graphene_2d_materials::https://openalex.org/W2031535575,Characterization and aging of hydrotreating catalysts exposed to industrial processing conditions,graphene_2d_materials,1996,Catalysis and Hydrodesulfurization Studies,100150,0,8,33.0,2,0.2894141635318776,0.2456979687799401,0.3253114719928599,0.06798245614035088,0.22408975784944926,0.22408975784944926,0.22408975784944926,0.22408975784944926,0.06798245614035088,-0.9755046176771701,1.1995943755266194,0.45591878443883965,0.9098469585460014,-0.5881202037756786,0.7936154164253919,1.4701932070618755,-0.6123252595442159,0.9408647115856298,-0.6368945263489849
graphene_2d_materials::https://openalex.org/W2032445821,IBAD MoS2 lubrication of titanium alloys,graphene_2d_materials,1996,Metal and Thin Film Mechanics,100547,0,5,17.0,2,-0.45222394322257264,-0.4671586691198482,-0.7043615357814492,0.8326585695006747,1.9365043265579758,1.9365043265579758,1.9365043265579758,1.9365043265579758,0.8326585695006747,0.8297509796606288,1.106753346897347,2.9984322485571835,-0.894662104718073,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,-1.4007450611305765,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2061192414,Powder x-ray diffraction of two-dimensional materials,graphene_2d_materials,1996,X-ray Diffraction in Crystallography,100859,0,6,51.0,2,0.8640470047795696,0.7481885459307482,1.4508999701119507,0.8790485829959515,2.327538687024242,2.327538687024242,2.327538687024242,2.327538687024242,0.8790485829959515,0.9991598660694179,1.3283788209548242,4.286056209201907,1.8980286526220012,2.7925511626315602,-2.3064344343651726,2.012630280593643,2.026839666045458,1.8681519746892372,1.8645324885669288
graphene_2d_materials::https://openalex.org/W2062234263,Advanced solid lubricant coatings for high vacuum environments,graphene_2d_materials,1996,Diamond and Carbon-based Materials Research,100228,0,5,126.0,2,1.327617043972228,1.2745029129532153,1.3501081967322903,0.8407557354925776,2.3831958313316552,2.3831958313316552,2.3831958313316552,2.3831958313316552,0.8407557354925776,0.8571337941203132,1.526062037211342,4.353935416200266,1.6357623302164253,1.448044561734352,1.5803135088497546,1.6984839294732879,0.8051809815124777,1.607420239249627,0.675551826090108
ipsc_reprogramming::https://openalex.org/W2054275704,In vitro differentiation of murine embryonic stem cells. New approaches to old problems.,ipsc_reprogramming,1996,Pluripotent Stem Cells Research,200414,0,5,134.0,3,1.5485012673866454,1.7840883545804196,1.8937392713813708,0.9826248313090419,3.1318604755586,3.1318604755586,3.1318604755586,3.1318604755586,0.9826248313090419,1.8149891774667937,1.3168712980918065,5.147636885886691,2.783574939780773,2.163979147349918,2.196216323373628,-0.2490474214900743,1.989963266964681,2.783574939780773,1.587913703909899
graphene_2d_materials::https://openalex.org/W1966888697,Model parametric Hamiltonians and bonding theoretical tools in simulation of catalytic reaction steps. Hydrotreatment of oil components,graphene_2d_materials,1997,Advanced Chemical Physics Studies,100021,0,5,14.0,2,0.7963180774458881,0.6736360203338085,0.7824506937529712,0.775472334682861,1.725470520786035,1.725470520786035,1.725470520786035,1.725470520786035,0.775472334682861,0.6573023376885512,1.0681681830974838,3.864091093572692,-0.04737641580375862,2.1333657201695813,-1.5536134329267204,2.131357699407262,1.6198562586382692,-0.2514700147493977,1.4450350415355628
graphene_2d_materials::https://openalex.org/W1969811081,Relationship between HDS activity and Mo site fine structure of variously pretreated Co Mo/Al2O3 and Mo/Al2O3,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,100150,0,5,4.0,2,0.1383294405450746,0.18816913564121046,0.40535442093019347,0.458502024291498,0.60025127504518,0.60025127504518,0.60025127504518,0.60025127504518,0.458502024291498,-0.24454095415107602,0.8447922291962561,2.1744603404443787,1.6218348714406075,-0.4717618642441702,1.2325547300975426,-0.40064807507007677,-0.37228936046519095,1.6218348714406075,-0.3940442266879648
graphene_2d_materials::https://openalex.org/W1996279069,The tribological properties of MoS2/metal composite coatings deposited by closed field magnetron sputtering,graphene_2d_materials,1997,Metal and Thin Film Mechanics,100547,0,11,158.0,2,-0.3804188247981065,-0.38261416839945944,-0.13752688340230518,0.003711201079622132,0.06888082999553309,0.06888082999553309,0.06888082999553309,0.06888082999553309,0.003711201079622132,-1.3689778635533243,1.4378586935488573,0.3284876523433163,0.8075410421200764,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,0.8648943586852829,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2012805470,Scanning tunneling microscopic investigation of Kx(H2O)yMoS2,graphene_2d_materials,1997,Molecular Junctions and Nanostructures,100572,0,8,36.0,2,1.0914956535857627,1.0051968894991756,1.575543227108684,0.9836369770580297,3.0102962113164757,3.0102962113164757,3.0102962113164757,3.0102962113164757,0.9836369770580297,1.82995561208255,1.1803405992339258,4.917813037203079,1.808602238312397,2.700846299320519,-1.7925607642429644,2.038589500674582,2.315596742206876,1.7698364734391077,2.187892100050272
graphene_2d_materials::https://openalex.org/W2042256986,Shear strength measurements of parallel MoSx thin films,graphene_2d_materials,1997,Metal and Thin Film Mechanics,100547,0,6,39.0,2,-0.42620917590664587,-0.4350988614567129,-0.5042076744064689,0.009784075573549258,0.0,0.0,0.0,0.0,0.009784075573549258,-1.2617365507799239,1.2617365507799239,0.6657400428629343,-0.2450062230373207,-0.8648943586852831,-0.04044050856564621,0.0,-0.8648943586852831,-0.6493239131864659,-0.8648943586852831
graphene_2d_materials::https://openalex.org/W2049196330,Tribological behaviour of high performance MoS2 coatings produced by magnetron sputtering,graphene_2d_materials,1997,Metal and Thin Film Mechanics,100547,0,5,50.0,2,-0.18356896532997113,-0.20012047846699962,-0.06222581337316581,0.022941970310391364,0.1504763064469041,0.1504763064469041,0.1504763064469041,0.1504763064469041,0.022941970310391364,-1.1489411286367264,1.2994174350836305,2.0915372574911597,-0.16242937264128568,0.6245627645550067,-1.3487435412716042,-0.1922192777902948,0.5761465508092741,-0.4159872201896748,0.4830894029164177
graphene_2d_materials::https://openalex.org/W2051541549,Nanometre-size tubes of carbon,graphene_2d_materials,1997,Carbon Nanotubes in Composites,100144,0,8,493.0,2,0.46490659592044153,0.5008179731888084,0.8651609316830979,0.5322199730094467,1.68742583858702,1.68742583858702,1.68742583858702,1.68742583858702,0.5322199730094467,-0.058862399573921476,1.7462882381609415,3.541948503844692,2.1132234579067646,0.6021642991123088,0.7868959474808502,-0.1922192777902948,0.30266424475084913,2.101537700232794,0.34186015008841325
graphene_2d_materials::https://openalex.org/W2072739422,"Preparation, structure and properties of MoSx films",graphene_2d_materials,1997,Metal and Thin Film Mechanics,100547,0,6,88.0,2,0.43664254383798484,0.3470078478590976,0.11781156445920712,0.44804318488529016,1.1292283054952814,1.1292283054952814,1.1292283054952814,1.1292283054952814,0.44804318488529016,-0.2664211837848953,1.3956494892801767,2.6193681895194656,-1.4568373240580372,0.9567178670981497,-1.170162740551768,1.7710788374013806,0.9891686273406352,-1.2544529433565454,0.9891686273406352
graphene_2d_materials::https://openalex.org/W2079745204,On the flexibility of the active phase in hydrotreating catalysts,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,100150,0,58,182.0,2,0.8260165047778372,0.8651209489729008,0.8231485473417036,0.6302294197031039,1.4995823044668457,1.4995823044668457,1.4995823044668457,1.4995823044668457,0.6302294197031039,0.21950645848242134,1.2800758459844244,4.126586921540254,1.1120212070669513,0.2763775935405557,1.1503493803760079,1.0527560118207273,0.21387419851376052,1.1904464442996396,0.7662149957742836
graphene_2d_materials::https://openalex.org/W2084059690,Interaction of Hydrogen and Thiophene with Ni/MoS<sub>2</sub> and Zn/MoS<sub>2</sub> Surfaces:  A Molecular Orbital Study,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,100150,0,5,81.0,2,0.13453413940064093,0.18539936709643623,0.4021090770289488,0.24932523616734142,0.7553427678106986,0.7553427678106986,0.7553427678106986,0.7553427678106986,0.24932523616734142,-0.6414147761876424,1.396757543998341,1.5143387170036404,1.6218348714406075,-0.49447927155288257,1.2325547300975426,-0.40064807507007677,-0.37228936046519095,1.6218348714406075,-0.3940442266879648
graphene_2d_materials::https://openalex.org/W2088953825,"Angle-resolved ultraviolet photoelectron spectroscopy of thin films of bis(1,2,5-thiadiazolo)-p-quinobis (1,3-dithiole) on the MoS2 surface",graphene_2d_materials,1997,Electron and X-Ray Spectroscopy Techniques,100285,0,5,55.0,2,0.5138703846136861,0.4519033777015028,0.4051886415707693,0.9148110661268556,2.501630903314647,2.501630903314647,2.501630903314647,2.501630903314647,0.9148110661268556,1.162725483922602,1.338905419392045,3.91198390344817,0.2861051713835665,0.3877353729529751,0.5877797141225953,1.3049094756041801,0.08021516782509211,0.24732608808144416,-0.057750498974468184
graphene_2d_materials::https://openalex.org/W2090170006,Formation and characterization of self-lubricating MoS2 precursor films on anodized aluminium,graphene_2d_materials,1997,Anodic Oxide Films and Nanostructures,100091,0,5,73.0,2,0.28819610276864344,0.34045395988638766,0.5538130702608193,0.9023279352226721,2.492296335805822,2.492296335805822,2.492296335805822,2.492296335805822,0.9023279352226721,1.0930302579866376,1.3992660778191843,4.378712087532198,2.416088236055688,-1.175712325618704,2.5716519965704707,0.0,-1.175712325618704,2.416088236055688,-1.175712325618704
graphene_2d_materials::https://openalex.org/W2090975249,Electrical properties of molybdenum disulfide MoS2. Experimental study and density functional calculation results,graphene_2d_materials,1997,Organic and Molecular Conductors Research,100627,0,5,78.0,2,2.3310969508683135,2.3054710697110288,2.3438998429834834,0.9617071524966262,2.905801371425637,2.905801371425637,2.905801371425637,2.905801371425637,0.9617071524966262,1.4970592536583982,1.408742117767239,4.887344238430903,2.416088236055688,2.7348133627868427,2.5716519965704707,2.021132695226532,2.219032987011187,2.416088236055688,2.028491387177974
graphene_2d_materials::https://openalex.org/W2129720165,Modelling of hydrotreating catalysis based on the remote control: HYD and HDS,graphene_2d_materials,1997,Catalysis and Hydrodesulfurization Studies,100150,0,5,45.0,2,-0.5754539841537696,-0.5790482054090392,-0.3817224391082178,0.014844804318488529,0.0942713950123913,0.0942713950123913,0.0942713950123913,0.0942713950123913,0.014844804318488529,-1.2020326899088154,1.2963040849212066,0.5672229908639534,0.7662149957742836,-1.4568373240580372,0.2450062230373207,0.0,-1.4568373240580372,0.6872336796049823,-1.4568373240580372
ipsc_reprogramming::https://openalex.org/W1516075858,From totipotent embryonic stem cells to spontaneously contracting smooth muscle cells: a retinoic acid and db‐cAMP in vitro differentiation model,ipsc_reprogramming,1997,Pluripotent Stem Cells Research,200414,0,5,231.0,3,-0.5242569050497773,-0.5193933821592551,0.04906167535060897,0.13107287449392713,0.5576041659812443,0.5576041659812443,0.5576041659812443,0.5576041659812443,0.13107287449392713,-0.8464515060947235,1.4040556720759678,1.2146113391556637,1.1776187635826787,0.4949023438088018,-2.0535022178397884,-0.2490474214900743,0.21655602317563022,0.8551409564086258,-0.09823672019161107
ipsc_reprogramming::https://openalex.org/W1522363813,GABA<sub>B</sub>Receptor-Mediated Inhibition of Tetrodotoxin-Resistant GABA Release in Rodent Hippocampal CA1 Pyramidal Cells,ipsc_reprogramming,1997,Marine Toxins and Detection Methods,200293,0,5,60.0,3,1.1338860207481691,1.1265466833327968,1.28060616733637,0.832995951417004,1.997672258350186,1.997672258350186,1.997672258350186,1.997672258350186,0.832995951417004,0.8303315426389708,1.1673407157112152,3.9810936614773134,2.416088236055688,0.3877353729529751,2.5716519965704707,1.1502146608691441,0.08021516782509211,2.416088236055688,-0.057750498974468184
ipsc_reprogramming::https://openalex.org/W1908801241,Three-dimensional cell cultures: from molecular mechanisms to clinical applications,ipsc_reprogramming,1997,3D Printing in Biomedical Research,200001,0,6,537.0,3,1.1565724982258423,1.0617254364700779,1.1316946134456058,0.9492240215924427,3.0092321488760283,3.0092321488760283,3.0092321488760283,3.0092321488760283,0.9492240215924427,1.3832344710857791,1.6259976777902492,4.998185767451974,1.3397377062117362,1.1748687404804257,1.6012943452440622,1.3416163106180152,0.6279648134955763,1.3023002530989167,0.5340801249705093
ipsc_reprogramming::https://openalex.org/W1973421949,Targeted gene disruption: applications in neurobiology,ipsc_reprogramming,1997,CRISPR and Genetic Engineering,200068,0,5,58.0,3,1.730318789919362,1.6888580890796643,1.7521521881465023,0.7133940620782726,1.6499319122209875,1.6499319122209875,1.6499319122209875,1.6499319122209875,0.7133940620782726,0.4607121997116883,1.1892197125092991,3.798307052518699,2.1604809659521984,1.7373403515339214,2.509955336876466,1.5254662028309565,1.185033022232046,2.1329254135350095,1.0138640240649206
ipsc_reprogramming::https://openalex.org/W1989547183,Advances in gene targeting methods,ipsc_reprogramming,1997,CRISPR and Genetic Engineering,200068,0,8,44.0,3,1.9057873166023567,1.8538719415521379,1.8341401622569657,0.99055330634278,3.0432613488789855,3.0432613488789855,3.0432613488789855,3.0432613488789855,0.99055330634278,1.9853430484719166,1.057918300407069,5.320461666286216,1.8622447030558007,2.3522383672123657,2.4503930979802018,1.4295119496303432,1.6453860207922413,1.6838722174895373,1.41533477963827
