paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,fold_id,S_w,S_w_oof,S_equal,RGPM,RGPM_v2,RGPM_simple,RGPM_v3_balanced,RGPM_primary_only,RGPM_structural_residual_tau10,RGPM_structural_residual_raw_tau10,RGPM_popularity_fitted_tau10,RGPM_mahalanobis_debug,B_z,RS_z,DeltaQ0_z,Uzzi_z,RTD_z,BurtIP_z,PDE_z,B_z_sq,RS_z_sq,DeltaQ0_z_sq,Uzzi_z_sq,RTD_z_sq,BurtIP_z_sq,PDE_z_sq,B_z_x_RS_z,B_z_x_DeltaQ0_z,B_z_x_Uzzi_z,B_z_x_RTD_z,B_z_x_BurtIP_z,B_z_x_PDE_z,RS_z_x_DeltaQ0_z,RS_z_x_Uzzi_z,RS_z_x_RTD_z,RS_z_x_BurtIP_z,RS_z_x_PDE_z,DeltaQ0_z_x_Uzzi_z,DeltaQ0_z_x_RTD_z,DeltaQ0_z_x_BurtIP_z,DeltaQ0_z_x_PDE_z,Uzzi_z_x_RTD_z,Uzzi_z_x_BurtIP_z,Uzzi_z_x_PDE_z,RTD_z_x_BurtIP_z,RTD_z_x_PDE_z,BurtIP_z_x_PDE_z,_v5_training_target,S_v5_oof,S_equal_v5_reference,v5_target_raw,v5_target
magnetic_properties_of_thin_films::https://openalex.org/W2041175429,"Electronic structure theory of surface, interface and thin-film magnetism",magnetic_properties_of_thin_films,1991,"Atomic and Molecular Physics, and Optics",59358550,0,6,342.0,-1,-0.0764794447691972,,0.196967254392881,0.4235613731785626,0.0,0.0,0.0,0.0,0.4235613731785626,-0.3083174191388234,0.3083174191388234,0.9297755119911824,1.6290770765910672,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,1.481544490426104,-0.5627188099830583,2.6538921214744975,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,2.194974077111944,0.31665245910874934,-0.9167123139100049,0.6738890190435918,0.0,-1.6617828072073741,2.41355016730296,-0.9167123139100049,-0.2327759885065587,-0.0,0.5740160838054525,-0.8336929525895338,0.31665245910874934,0.0,-0.42196786250312723,0.6128602370440842,-0.2327759885065587,-0.0,0.0,-0.0,-1.5112883224990128,0.5740160838054525,-0.8336929525895338,0.4235613731785626,,0.196967254392881,0.4235613731785626,0.4235613731785626
magnetic_properties_of_thin_films::https://openalex.org/W2078505233,Perpendicular giant magnetoresistances of Ag/Co multilayers,magnetic_properties_of_thin_films,1991,"Atomic and Molecular Physics, and Optics",59358550,0,7,627.0,-1,-0.1993245371796193,,-0.2712821187424533,0.5949617189429489,0.4912469501832454,0.4912469501832454,0.4912469501832454,0.4912469501832454,0.5949617189429489,0.0586266116630241,0.4326203385202213,0.9300141873930724,0.0578775648112103,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.2250016097413791,-0.5627188099830583,0.003349812508475849,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,0.05062572438621186,0.31665245910874934,-0.03256879439528159,0.023941810940507763,0.0,-0.05903952827545863,-0.013022545250433315,-0.03256879439528159,-0.2327759885065587,-0.0,0.5740160838054525,0.12661263807794135,0.31665245910874934,0.0,-0.42196786250312723,-0.0930748558497508,-0.2327759885065587,-0.0,-0.0,-0.0,0.2295187944358171,0.5740160838054525,0.12661263807794135,0.5949617189429489,,-0.2712821187424533,0.5949617189429489,0.5949617189429489
magnetic_properties_of_thin_films::https://openalex.org/W2000550549,Giant magnetoresistance in heterogeneous Cu-Co alloys,magnetic_properties_of_thin_films,1992,"Atomic and Molecular Physics, and Optics",59358550,0,6,1733.0,-1,-0.2955357129514295,,-0.6322632056715217,0.9832057298098296,2.5894227198702677,2.5894227198702677,2.5894227198702677,2.5894227198702677,0.9832057298098296,1.821557686989769,0.7678650328804983,3.549433139733845,-1.3333481406008427,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-1.3606435128328058,-0.5627188099830583,1.7778172640437246,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,1.8513507690139979,0.31665245910874934,0.7503000789720298,-0.5515568805334363,-0.0,1.3601167482565943,1.8142114978562205,0.7503000789720298,-0.2327759885065587,-0.0,0.5740160838054525,0.7656596983524446,0.31665245910874934,0.0,-0.42196786250312723,-0.5628479679117683,-0.2327759885065587,-0.0,-0.0,-0.0,1.3879601087354723,0.5740160838054525,0.7656596983524446,0.9832057298098296,,-0.6322632056715217,0.9832057298098296,0.9832057298098296
magnetic_properties_of_thin_films::https://openalex.org/W2023403456,Roughness and giant magnetoresistance in Fe/Cr superlattices,magnetic_properties_of_thin_films,1992,"Atomic and Molecular Physics, and Optics",59358550,0,6,404.0,-1,-0.3339757979330321,,-0.7771898696258929,0.3746604099777723,0.0,0.0,0.0,0.0,0.3746604099777723,-0.3842417139006884,0.3842417139006884,0.9297755119911824,-1.8696066471189023,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-1.838871653995343,-0.5627188099830583,3.495429014951184,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,3.3814489598675683,0.31665245910874934,1.0520628276031645,-0.7733872187685317,-0.0,1.9071413053850914,3.437966667508223,1.0520628276031645,-0.2327759885065587,-0.0,0.5740160838054525,1.0347676688478376,0.31665245910874934,0.0,-0.42196786250312723,-0.760673287264635,-0.2327759885065587,-0.0,-0.0,-0.0,1.875789269384901,0.5740160838054525,1.0347676688478376,0.3746604099777723,,-0.7771898696258929,0.3746604099777723,0.3746604099777723
magnetic_properties_of_thin_films::https://openalex.org/W2079353860,Giant magnetoresistance in nonmultilayer magnetic systems,magnetic_properties_of_thin_films,1992,"Atomic and Molecular Physics, and Optics",59358550,0,6,1682.0,-1,-0.1902765435846971,,-0.2359244223062414,0.9874042973573722,2.677610799377639,2.677610799377639,2.677610799377639,2.677610799377639,0.9874042973573722,1.9160154028328464,0.7615953965447925,3.758235204101188,0.1492977617832805,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.0689179316599667,-0.5627188099830583,0.02228982167349717,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,0.004749681304287839,0.31665245910874934,-0.08401265884382172,0.06175896995866575,0.0,-0.15229509840330052,-0.010289292943566113,-0.08401265884382172,-0.2327759885065587,-0.0,0.5740160838054525,0.0387814164901902,0.31665245910874934,0.0,-0.42196786250312723,-0.028508802946287135,-0.2327759885065587,-0.0,-0.0,-0.0,0.07030154409911572,0.5740160838054525,0.0387814164901902,0.9874042973573722,,-0.2359244223062414,0.9874042973573722,0.9874042973573722
magnetic_properties_of_thin_films::https://openalex.org/W1970083396,Quantum-well states and magnetic coupling between ferromagnets through a noble-metal layer,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,8,453.0,-1,-0.2141302235366844,,-0.3226438995171952,0.7224005927389479,0.8140524395661837,0.8140524395661837,0.8140524395661837,0.8140524395661837,0.7224005927389479,0.3957879587763241,0.4182644807898595,1.760862560484639,-0.2733094072175629,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.2533471031357998,-0.5627188099830583,0.07469803207361564,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,0.06418475466730157,0.31665245910874934,0.1537963443866421,-0.1130580074889005,-0.0,0.27879643049952146,0.0692421465783322,0.1537963443866421,-0.2327759885065587,-0.0,0.5740160838054525,0.1425631803892324,0.31665245910874934,0.0,-0.42196786250312723,-0.10480033956832607,-0.2327759885065587,-0.0,-0.0,-0.0,0.2584333585540639,0.5740160838054525,0.1425631803892324,0.7224005927389479,,-0.3226438995171952,0.7224005927389479,0.7224005927389479
magnetic_properties_of_thin_films::https://openalex.org/W1977595782,Theory of the perpendicular magnetoresistance in magnetic multilayers,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,6,1710.0,-1,-0.3667174447009864,,-0.901906539282968,0.5786613978760188,0.8268288964797673,0.8268288964797673,0.8268288964797673,0.8268288964797673,0.5786613978760188,0.017823074870804,0.8090058216089633,1.1858791014825152,-2.2907474943568857,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-2.2907474943568857,-0.5627188099830583,5.24752408290235,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,5.24752408290235,0.31665245910874934,1.2890467039961795,-0.9475976330592191,-0.0,2.3367370743080027,5.24752408290235,1.2890467039961795,-0.2327759885065587,-0.0,0.5740160838054525,1.2890467039961795,0.31665245910874934,0.0,-0.42196786250312723,-0.9475976330592191,-0.2327759885065587,-0.0,-0.0,-0.0,2.3367370743080027,0.5740160838054525,1.2890467039961795,0.5786613978760188,,-0.901906539282968,0.5786613978760188,0.5786613978760188
magnetic_properties_of_thin_films::https://openalex.org/W2022699627,Origin of enhanced magnetoresistance of magnetic multilayers: Spin-dependent scattering from magnetic interface states,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,8,378.0,-1,-0.2409668081631472,,-0.4277797031118352,0.7411706594220795,0.8154134044065183,0.8154134044065183,0.8154134044065183,0.8154134044065183,0.7411706594220795,0.4571727299590771,0.3582406744474412,1.3734491955500756,-0.5370851597596246,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.7255219757562181,-0.5627188099830583,0.28846046883402143,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,0.5263821373052063,0.31665245910874934,0.3022279219594967,-0.22217229414992112,-0.0,0.5478678064529731,0.3896670862581469,0.3022279219594967,-0.2327759885065587,-0.0,0.5740160838054525,0.40826486281409635,0.31665245910874934,0.0,-0.42196786250312723,-0.3001216452938009,-0.2327759885065587,-0.0,-0.0,-0.0,0.7400877238330049,0.5740160838054525,0.40826486281409635,0.7411706594220795,,-0.4277797031118352,0.7411706594220795,0.7411706594220795
magnetic_properties_of_thin_films::https://openalex.org/W2030388445,Exchange coupling in magnetic heterostructures,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,7,411.0,-1,-0.2117524756621373,,-0.3137146760873545,0.6112620400098789,0.5041100025044427,0.5041100025044427,0.5041100025044427,0.5041100025044427,0.6112620400098789,0.1002763774797359,0.4038336250247067,1.0708060716849923,-0.2391503366030987,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.2250016097413791,-0.5627188099830583,0.05719288349737541,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,0.05062572438621186,0.31665245910874934,0.13457439282034353,-0.09892766159023286,-0.0,0.24395157443164098,0.053809210705889864,0.13457439282034353,-0.2327759885065587,-0.0,0.5740160838054525,0.12661263807794135,0.31665245910874934,0.0,-0.42196786250312723,-0.0930748558497508,-0.2327759885065587,-0.0,-0.0,-0.0,0.2295187944358171,0.5740160838054525,0.12661263807794135,0.6112620400098789,,-0.3137146760873545,0.6112620400098789,0.6112620400098789
magnetic_properties_of_thin_films::https://openalex.org/W2044928642,Perpendicular giant magnetoresistance of microstructured Fe/Cr magnetic multilayers from 4.2 to 300 K,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,5,301.0,-1,-0.3335344723898295,,-0.7715619782870805,0.7293158804643122,0.7663311045209729,0.7663311045209729,0.7663311045209729,0.7663311045209729,0.7293158804643122,0.4141953849482885,0.3521357195726843,1.2099256273973331,-1.9742647368130823,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-1.694818324929477,-0.5627188099830583,3.897721251023629,0.31665245910874934,0.17111713257403338,0.0,1.040555520695289,2.8724091545167583,0.31665245910874934,1.1109559032909735,-0.8166804050839213,-0.0,2.0139005352509307,3.346020054212883,1.1109559032909735,-0.2327759885065587,-0.0,0.5740160838054525,0.9537061509417957,0.31665245910874934,0.0,-0.42196786250312723,-0.701083745425831,-0.2327759885065587,-0.0,-0.0,-0.0,1.7288438921510816,0.5740160838054525,0.9537061509417957,0.7293158804643122,,-0.7715619782870805,0.7293158804643122,0.7293158804643122
