community,label,x,y
0,14-3-3 protein interactions,0.15116491363601253,-0.029206108667000772
1,3D Printing in Biomedical Research,0.005688017483485598,0.012337362657546026
2,ATP Synthase and ATPases Research,0.16226889768891553,0.05756893566745518
3,Acute Ischemic Stroke Management,0.1370572044878548,-0.008399528988036635
4,Acute Lymphoblastic Leukemia research,0.4649695313409574,0.7467987613479373
5,Acute Myeloid Leukemia Research,-0.03612490963087244,-0.0037433228555574394
6,Adenosine and Purinergic Signaling,0.07482194096736675,-0.028593629855467612
7,Adipose Tissue and Metabolism,0.012204617549729265,0.03139497036512821
8,Advanced Data Storage Technologies,-0.7133750823552405,-0.4164123417472324
9,Advanced Fluorescence Microscopy Techniques,-0.0914951252419318,0.08062644130731714
10,Advanced Glycation End Products research,0.07319608178046436,-0.039567830689596316
11,Advanced MRI Techniques and Applications,-0.016193471057391058,0.06351385753716075
12,Advanced NMR Techniques and Applications,-0.6335898455739533,-0.5841900058806767
13,Advanced Numerical Methods in Computational Mathematics,0.26641256511301165,0.7965697468572009
14,Advanced Proteomics Techniques and Applications,0.007012318846660359,-0.04415313433655225
15,Advanced Sensor and Energy Harvesting Materials,-0.03367794727368551,-0.13180306599795966
16,Advanced Thermodynamics and Statistical Mechanics,0.12144048949627388,-0.004703545672169427
17,Advanced biosensing and bioanalysis techniques,-0.006219577216843754,0.07543692842549297
18,Advancements in Transdermal Drug Delivery,-0.08693476127716708,0.04722844027048212
19,"Aging, Health, and Disability",0.6240288851675098,-0.48818163730669256
20,Agriculture Sustainability and Environmental Impact,-0.12367140934146098,0.1052171876053473
21,Algorithms and Data Compression,0.751185713284768,-0.3861412130256457
22,Alkaline Phosphatase Research Studies,-0.017470253021932006,-0.06362855882514017
23,Alkaloids: synthesis and pharmacology,-0.046080527988598595,0.10165814774911172
24,Alzheimer's disease research and treatments,0.004511817369121092,0.013073521173687196
25,Amino Acid Enzymes and Metabolism,0.06449978478633507,-0.06116106111147107
26,Amphibian and Reptile Biology,-0.4914386395401404,-0.6208879484944838
27,"Amyloidosis: Diagnosis, Treatment, Outcomes",-0.024889674755375242,-0.0668262192991097
28,Amyotrophic Lateral Sclerosis Research,0.011588686974726904,0.00525618590439541
29,Anesthesia and Neurotoxicity Research,-0.022651645745247705,-0.04162064808842556
30,Angiogenesis and VEGF in Cancer,-0.0006363647253557648,-0.004912830445828159
31,Animal Behavior and Welfare Studies,0.7984604589205514,-0.1312893780483673
32,Animal Genetics and Reproduction,-0.017784708520520897,0.012795354661341164
33,Animal testing and alternatives,-0.03918729477610943,0.055477011517983704
34,Aortic Disease and Treatment Approaches,0.06577985822494214,-0.039059303693384714
