focus_id,domain,display_community,focus_label,cluster_x,cluster_y,historical_size,historical_citations,hist_scored_papers,hist_mean_score,hist_max_score,hist_top_tail_score,hist_landmarks,recent_hist_size,prior_hist_size,future_papers,future_citations,future_mean_citations,future_landmarks,future_rgpm_top_tail,future_rgpm_mean,top_future_paper,top_future_year,top_future_citations,predicted_score,realized_score,growth_only_score,citation_only_score,prediction_eligible,realization_eligible,predicted_rank,realized_rank,is_hotspot,is_landmark_related,forecast_category
crispr::814,crispr,814,Salmonella and Campylobacter epidemiology,-0.0248109202863813,0.0223567529930985,23.0,2819.0,18.0,0.3292099034861097,1.1585033945203749,1.05292205023461,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9617272561198392,0.4607142857142857,0.5339810924369748,0.957983193277311,True,False,1.0,,False,False,predicted_only
crispr::768,crispr,768,RNA modifications and cancer,-0.0168242272780368,-0.0014752578190964,183.0,26722.0,96.0,0.018750419135346634,1.6738112595395878,1.0199757761360735,0.0,7.0,14.0,1.0,47.0,47.0,0.0,0.0,0.0,Programmable System of Cas13-Mediated RNA Modification and Its Biological and Biomedical Applications,2021,47.0,0.9422489323598293,0.8784873949579832,0.9248424369747898,0.9978991596638656,True,False,2.0,,False,False,predicted_only
crispr::900,crispr,900,Trypanosoma species research and implications,-0.0255721085793711,-0.0185103210428838,141.0,7867.0,80.0,0.005532273725058984,1.8875393252257295,0.8818980113527641,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9389644794087847,0.4607142857142857,0.5365808823529411,0.9842436974789915,True,False,3.0,,False,False,predicted_only
crispr::100,crispr,100,Bacteriophages and microbial interactions,-0.0381894868303475,0.0115559143903953,95.0,25351.0,56.0,0.002709879768747397,1.439722812024669,0.7285892790719499,0.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9357120743034056,0.4607142857142857,0.5362657563025209,0.9968487394957983,True,False,4.0,,False,False,predicted_only
crispr::767,crispr,767,RNA and protein synthesis mechanisms,-0.0234163429432896,0.005029405424089,144.0,20534.0,46.0,0.45041988641987774,2.3109298548442605,1.4888560977729035,0.0,5.0,28.0,1.0,386.0,386.0,0.0,0.0,0.0,Sequence modeling and design from molecular to genome scale with Evo,2024,386.0,0.9295915032679739,0.894453781512605,0.926470588235294,0.9947478991596639,True,False,5.0,,False,False,predicted_only
crispr::510,crispr,510,Legionella and Acanthamoeba research,-0.0452709045292072,0.0070258392591917,5.0,377.0,3.0,1.0346581487838156,2.089660075755003,2.089660075755003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9252100840336134,0.4607142857142857,0.5211397058823529,0.8303571428571429,True,False,6.0,,False,False,predicted_only
crispr::64,crispr,64,Antimicrobial Resistance in Staphylococcus,-0.0474353541804339,0.0511185207659221,9.0,980.0,5.0,0.34583685833138345,0.9406408599951734,0.9406408599951734,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9225303454715219,0.4607142857142857,0.5291754201680672,0.907563025210084,True,False,7.0,,False,False,predicted_only
crispr::766,crispr,766,RNA Research and Splicing,-0.0187634615199255,0.0003047341385837,73.0,14279.0,20.0,0.5397068575782296,1.688203568661141,1.4247076707920767,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9223132266605273,0.4607142857142857,0.5359506302521008,0.9926470588235294,True,False,8.0,,False,False,predicted_only
crispr::140,crispr,140,Cancer-related gene regulation,-0.0039596191042507,-0.0213835224272675,8.0,510.0,4.0,0.6708892608036665,1.3241906515582706,1.3241906515582706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9208823529411764,0.4607142857142857,0.5274422268907563,0.8529411764705882,True,False,9.0,,False,False,predicted_only
crispr::128,crispr,128,CRISPR and Genetic Engineering,-0.0340085432189021,0.0100357596094874,3233.0,957904.0,861.0,0.03701154684288271,2.6803558469045905,1.0832165199169388,3.0,1073.0,1819.0,879.0,84629.0,96.27872582480092,0.0,0.0,0.0,The evolution of commercial drug delivery technologies,2021,1274.0,0.9198248888172652,0.9358823529411766,0.9562499999999999,1.0,True,True,10.0,1.0,True,True,hit
crispr::769,crispr,769,RNA regulation and disease,-0.022565607937865,-0.0060936984364142,31.0,2824.0,16.0,0.15976517106212637,1.5201774065907745,0.6489494074348501,0.0,2.0,4.0,2.0,274.0,137.0,0.0,0.0,0.0,Efficient in vitro and in vivo RNA editing via recruitment of endogenous ADARs using circular guide RNAs,2022,167.0,0.9194700460829494,0.9116386554621848,0.9498686974789916,0.9590336134453782,True,True,11.0,26.0,False,False,background
crispr::946,crispr,946,"Yersinia bacterium, plague, ectoparasites research",-0.0555228501300948,0.0118391639928411,14.0,2198.0,7.0,0.21480235391572874,0.8180976574582274,0.7173344147196852,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9171008403361344,0.4607142857142857,0.5324842436974789,0.9485294117647058,True,False,12.0,,False,False,background
crispr::582,crispr,582,Microbial Community Ecology and Physiology,-0.0586880758280621,-0.0035784545112841,20.0,2143.0,7.0,0.3624473768890479,1.0698705832240316,1.0631949088219264,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9170588235294117,0.4607142857142857,0.5331144957983193,0.9453781512605042,True,False,13.0,,False,False,background
crispr::96,crispr,96,Bacterial Genetics and Biotechnology,-0.0470634236076825,0.0091537963725505,22.0,7329.0,6.0,0.5184550899591543,1.1466794020723112,1.077013717621559,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9136592818945759,0.4607142857142857,0.5335871848739495,0.9821428571428571,True,False,14.0,,False,False,background
crispr::581,crispr,581,MicroRNA in disease regulation,-0.0055573835466364,0.0080585150055865,43.0,13390.0,16.0,0.29926879370154863,0.9198995819433156,0.7505382218764024,0.0,0.0,9.0,2.0,2315.0,1157.5,0.0,0.0,0.0,Noncoding RNA therapeutics — challenges and potential solutions,2021,1535.0,0.913469806527262,0.9273109243697479,0.9959033613445378,0.9915966386554622,True,True,15.0,10.0,True,False,unexpected_realized
crispr::765,crispr,765,RNA Interference and Gene Delivery,-0.029839293912903,0.0116933229096245,122.0,36425.0,30.0,0.270392473427436,1.2935727799426264,1.019840420773622,0.0,15.0,16.0,14.0,3808.0,272.0,0.0,0.0,0.0,Membrane-destabilizing ionizable phospholipids for organ-selective mRNA delivery and CRISPR–Cas gene editing,2021,606.0,0.9130775588924094,0.9341176470588235,0.9574054621848739,0.9989495798319328,True,True,16.0,4.0,True,False,unexpected_realized
crispr::608,crispr,608,Mycobacterium research and diagnosis,-0.0660672005140906,0.0158850149081727,11.0,1851.0,4.0,0.4996760676531108,1.0165380829503894,1.0165380829503894,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9112796027501909,0.4607142857142857,0.5302783613445378,0.9411764705882353,True,False,17.0,,False,False,background
crispr::170,crispr,170,Chromosomal and Genetic Variations,-0.0259617515198887,-0.016248574189117,23.0,3899.0,5.0,0.3204834763415373,1.3381917261373508,1.3381917261373508,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9112559371574717,0.4607142857142857,0.5339810924369748,0.967436974789916,True,False,18.0,,False,False,background
crispr::705,crispr,705,Plant Molecular Biology Research,-0.022172352963086,0.02166935584232,32.0,9955.0,4.0,1.1101175540489794,1.82572253844811,1.82572253844811,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9078991596638655,0.4607142857142857,0.5349264705882353,0.9873949579831933,True,False,19.0,,False,False,background
crispr::901,crispr,901,Tuberculosis Research and Epidemiology,-0.0550539556456448,0.0363267146214679,13.0,2283.0,3.0,0.7772457162185091,1.0919734332565831,1.0919734332565831,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9062702003878473,0.4607142857142857,0.5320115546218487,0.9495798319327731,True,False,20.0,,False,False,background
crispr::888,crispr,888,Toxoplasma gondii Research Studies,-0.0637768839938685,0.0292912924297271,13.0,1772.0,3.0,0.46738464077656044,1.2348617706131462,1.2348617706131462,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.906186166774402,0.4607142857142857,0.5320115546218487,0.9390756302521008,True,False,21.0,,False,False,background
crispr::652,crispr,652,Oral microbiology and periodontitis research,-0.040228438335515,0.0283335858711509,9.0,798.0,4.0,0.5521959531480557,0.772786961588199,0.772786961588199,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.9060410830999065,0.4607142857142857,0.5291754201680672,0.8876050420168067,True,False,22.0,,False,False,background
crispr::863,crispr,863,Streptococcal Infections and Treatments,-0.0568498464328777,0.0087611449070747,8.0,911.0,4.0,0.40422913447907133,0.7152288202820539,0.7152288202820539,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.905672268907563,0.4607142857142857,0.5274422268907563,0.8991596638655462,True,False,23.0,,False,False,background
crispr::370,crispr,370,Genomics and Phylogenetic Studies,-0.0458407704827536,0.0104849229259341,82.0,10695.0,18.0,0.23438336320792738,0.9793997936048144,0.7704609409089285,0.0,2.0,12.0,2.0,5191.0,2595.5,0.0,0.0,0.0,Evolutionary-scale prediction of atomic-level protein structure with a language model,2023,4660.0,0.9001024800163968,0.9240756302521008,0.9512867647058824,0.9884453781512605,True,True,24.0,14.0,False,False,background
crispr::57,crispr,57,Animal Genetics and Reproduction,-0.027933561150773,0.0449763759723981,16.0,1935.0,2.0,0.7255458634768446,1.4500677232986643,1.4500677232986643,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8999159663865546,0.4607142857142857,0.5327205882352941,0.9432773109243697,True,False,25.0,,False,False,background
crispr::631,crispr,631,Neurogenetic and Muscular Disorders Research,0.0013273800855468,0.0379922377346625,6.0,256.0,4.0,0.11126743680274734,0.4498846219200771,0.4498846219200771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8982002801120448,0.4607142857142857,0.5238970588235293,0.7888655462184874,True,False,26.0,,False,False,background
crispr::30,crispr,30,Advanced biosensing and bioanalysis techniques,-0.0364730826508622,0.0161312763234551,32.0,5719.0,4.0,0.27748930474746947,0.9520772384794864,0.9520772384794864,0.0,14.0,11.0,14.0,2090.0,149.28571428571428,0.0,0.0,0.0,Nanodelivery of nucleic acids,2022,630.0,0.894033613445378,0.9331932773109245,0.9568014705882352,0.9747899159663865,True,True,27.0,5.0,True,False,unexpected_realized
crispr::141,crispr,141,Cancer-related molecular mechanisms research,-0.0472033660951825,0.0061989416532001,27.0,7312.0,3.0,0.47982594240118215,0.7792636291747561,0.7792636291747561,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.889283380018674,0.4607142857142857,0.534296218487395,0.9810924369747899,True,False,28.0,,False,False,background
crispr::879,crispr,879,"Telomeres, Telomerase, and Senescence",0.0038015364105921,0.02147838179914,11.0,2610.0,4.0,0.21696138187701464,0.4454141576562336,0.4454141576562336,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8890106951871658,0.4607142857142857,0.5302783613445378,0.9558823529411765,True,False,29.0,,False,False,background
crispr::315,crispr,315,Evolution and Genetic Dynamics,-0.0387251501948531,0.0009416680193268,8.0,3256.0,3.0,0.3912062349530636,0.4650936544545639,0.4650936544545639,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8884663865546218,0.4607142857142857,0.5274422268907563,0.9632352941176471,True,False,30.0,,False,False,background
crispr::61,crispr,61,Antibiotic Resistance in Bacteria,-0.0368481005108619,-0.0423003859080306,8.0,1022.0,2.0,0.4646432383684984,0.774222804419539,0.774222804419539,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8869327731092436,0.4607142857142857,0.5274422268907563,0.9112394957983193,True,False,31.0,,False,False,background
crispr::747,crispr,747,Probiotics and Fermented Foods,-0.0501359306448491,0.0230868418896641,22.0,2475.0,5.0,0.2769764742576128,0.5307776559495703,0.5307776559495703,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8849961802902979,0.4607142857142857,0.5335871848739495,0.9548319327731093,True,False,32.0,,False,False,background
crispr::179,crispr,179,Clostridium difficile and Clostridium perfringens research,-0.0385364055783651,0.0304674046813192,5.0,673.0,2.0,0.655907066308492,0.6900045345814593,0.6900045345814593,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8844957983193278,0.4607142857142857,0.5211397058823529,0.8739495798319328,True,False,33.0,,False,False,background
crispr::714,crispr,714,Plant Virus Research Studies,-0.0369414685090337,0.003055343847977,47.0,13388.0,6.0,0.2045107127556339,0.8200060117611809,0.5750186209722918,0.0,11.0,10.0,10.0,1128.0,112.8,0.0,0.0,0.0,Mutations introduced in susceptibility genes through CRISPR/Cas9 genome editing confer increased late blight resistance in potatoes,2021,230.0,0.8815894868585732,0.9300840336134455,0.9558823529411764,0.990546218487395,True,True,34.0,7.0,True,False,unexpected_realized
crispr::726,crispr,726,Pluripotent Stem Cells Research,-0.0361661166513965,-0.0082241969384848,36.0,11638.0,3.0,0.42979096375092024,0.6389328637939196,0.6389328637939196,0.0,5.0,18.0,1.0,279.0,279.0,0.0,0.0,0.0,Capturing human trophoblast development with naive pluripotent stem cells in vitro,2021,279.0,0.8786064425770308,0.8914285714285715,0.9249737394957982,0.9894957983193278,True,False,35.0,,False,False,background
crispr::584,crispr,584,Microbial Metabolic Engineering and Bioproduction,-0.0237655144217828,-0.0038388381896248,29.0,6600.0,3.0,0.19790991969440283,0.5238838626748855,0.5238838626748855,0.0,10.0,15.0,1.0,202.0,202.0,0.0,0.0,0.0,Recombination machinery engineering facilitates metabolic engineering of the industrial yeast <i>Pichia pastoris</i>,2021,202.0,0.8749666763257027,0.8884873949579831,0.9215861344537815,0.9779411764705882,True,False,36.0,,False,False,background
crispr::594,crispr,594,Mitochondrial Function and Pathology,0.0089021532308469,-0.0223377270601902,12.0,2399.0,2.0,0.4403203809550212,0.4988375528466842,0.4988375528466842,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8739985994397759,0.4607142857142857,0.5311449579831933,0.9527310924369747,True,False,37.0,,False,False,background
crispr::919,crispr,919,Vibrio bacteria research studies,-0.0248400710426519,0.0451629620293512,5.0,206.0,2.0,0.5684302927098105,0.6181756471953004,0.6181756471953004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8726470588235296,0.4607142857142857,0.5211397058823529,0.7636554621848739,True,False,38.0,,False,False,background
