community,label,x,y
0,3D Printing in Biomedical Research,-0.047043583515193874,0.0003051234384475681
1,ATP Synthase and ATPases Research,0.4802977719092731,0.8279759915541814
2,Academic Publishing and Open Access,0.9765872864423476,-0.00804704971475349
3,Academic and Historical Perspectives in Psychology,0.31980395784189924,0.7319357048279749
4,Accounting Education and Careers,0.38716932108587226,0.6633718541252465
5,Acne and Rosacea Treatments and Effects,-0.1315255393117805,0.013744864261812107
6,Acoustic Wave Resonator Technologies,-0.753524341587221,0.6201354800057214
7,Actinomycetales infections and treatment,-0.10944987890726773,0.15359095440992473
8,Acupuncture Treatment Research Studies,-0.6837220185786471,-0.39487817224181126
9,Acute Myeloid Leukemia Research,0.04366379531751686,-0.07461132881442777
10,Adipose Tissue and Metabolism,0.06949022368035161,-0.08182986883029242
11,Administrative Law and Governance,-0.324095713008021,0.9005025630501259
12,Advanced Breast Cancer Therapies,0.03940261358979779,0.09759740272740433
13,Advanced Chemical Physics Studies,0.2402679013364608,0.8470585041043218
14,Advanced Data Compression Techniques,-0.9046878781112533,0.4461303496629419
15,Advanced Data Storage Technologies,0.5259429230167993,-0.8203811455672875
16,Advanced Database Systems and Queries,0.7510106678801137,0.0917383374391711
17,Advanced Drug Delivery Systems,-0.04027498263624318,0.9410152481689217
18,Advanced Fluorescence Microscopy Techniques,-0.04797043589191162,-0.04406649997075503
19,Advanced MRI Techniques and Applications,0.6025591170269899,-0.4075884840002318
20,Advanced Mathematical Theories and Applications,-0.06691183251136022,0.11678594217476213
21,Advanced Measurement and Detection Methods,0.7950449781281035,-0.439699817084806
22,Advanced Multi-Objective Optimization Algorithms,-0.17085211167169495,-0.7256045237533809
23,Advanced Nanomaterials in Catalysis,-0.11645046316648743,0.1489270183657516
24,Advanced Proteomics Techniques and Applications,-0.04740433987460159,-0.08104756764998938
25,Advanced Statistical Process Monitoring,0.7022296728686146,0.20078615196878005
26,Advanced Surface Polishing Techniques,-0.6519981544326663,-0.7084602650560887
27,Advanced Text Analysis Techniques,-0.18882347249205908,-0.07577788412029592
28,Advanced Theoretical and Applied Studies in Material Sciences and Geometry,0.8466441144381042,0.37727912263942104
29,Advanced Topics in Algebra,-0.19227149003935742,0.06859357497948057
30,Advanced biosensing and bioanalysis techniques,-0.036473082650862264,0.01613127632345513
31,Advancements in Transdermal Drug Delivery,0.7634161733434792,-0.12917347848242064
32,Advances in Cucurbitaceae Research,-0.6799970448991499,-0.5495916909720864
33,Aerogels and thermal insulation,0.008805543429277524,0.7821687765600751
34,"Aging, Health, and Disability",0.8106068709663625,0.5568838516425392
35,Agricultural Science and Fertilization,-0.012074472521018138,-0.8870823314673784
36,Agricultural and Biological Research,0.8466891834050463,-0.1913769610897251
37,Agricultural and Environmental Management,-0.4907632307917472,0.7631428938963735
38,Agricultural and Food Production Studies,-0.7482404205954876,-0.4942353866287053
39,Agriculture and Rural Development Research,0.605581281299439,0.4251416882146128
