id,year,title,domain,primary_field,analysis_community,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,reference_count,source_dataset,legacy_is_landmark,reliable_anchor_source,anchor_policy,primary_topic,community,community_label,display_label,is_closure_node,domain_analysis_end_year
https://openalex.org/W2125987139,2006,Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors,ipsc_reprogramming,Molecular Biology,62551237,62551237,1,Takahashi/Yamanaka 2006,W2125987139,10.1016/j.cell.2006.07.024,26514,51,openalex_v3_landmark_exact,1,landmarks_csv_labeled,strict,Pluripotent Stem Cells Research,62551237,Pluripotent Stem Cells Research,Pluripotent Stem Cells Research,0,2025
https://openalex.org/W2138977668,2007,Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors,ipsc_reprogramming,Molecular Biology,62551237,62551237,1,Takahashi 2007,W2138977668,10.1016/j.cell.2007.11.019,20167,30,openalex_v3_landmark_exact,1,landmarks_csv_labeled,strict,Pluripotent Stem Cells Research,62551237,Pluripotent Stem Cells Research,Pluripotent Stem Cells Research,0,2025
https://openalex.org/W2142046859,2007,Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells,ipsc_reprogramming,Molecular Biology,62551237,62551237,1,Yu 2007,W2142046859,10.1126/science.1151526,10263,14,openalex_v3_landmark_exact,1,landmarks_csv_labeled,strict,Pluripotent Stem Cells Research,62551237,Pluripotent Stem Cells Research,Pluripotent Stem Cells Research,0,2025
https://openalex.org/W4313531093,2023,Hallmarks of aging: An expanding universe,ipsc_reprogramming,Aging,62569316,62569316,0,,W4313531093,10.1016/j.cell.2022.11.001,5689,300,openalex_v3_anchor_citer,0,,strict,"Genetics, Aging, and Longevity in Model Organisms",62569316,"Genetics, Aging, and Longevity in Model Organisms","Genetics, Aging, and Longevity in Model Organisms",0,2025
https://openalex.org/W2018286352,2013,Cerebral organoids model human brain development and microcephaly,ipsc_reprogramming,Molecular Biology,62551237,62551237,0,,W2018286352,10.1038/nature12517,5369,57,openalex_v3_anchor_citer,0,,strict,Pluripotent Stem Cells Research,62551237,Pluripotent Stem Cells Research,Pluripotent Stem Cells Research,0,2025
https://openalex.org/W3119952098,2021,Natural products in drug discovery: advances and opportunities,ipsc_reprogramming,Pharmacology,62500406,62500406,0,,W3119952098,10.1038/s41573-020-00114-z,4983,233,openalex_v3_query_core,0,,strict,Microbial Natural Products and Biosynthesis,62500406,Microbial Natural Products and Biosynthesis,Microbial Natural Products and Biosynthesis,0,2025
https://openalex.org/W1971578941,2013,Master Transcription Factors and Mediator Establish Super-Enhancers at Key Cell Identity Genes,ipsc_reprogramming,Molecular Biology,62500013,62500013,0,,W1971578941,10.1016/j.cell.2013.03.035,4337,97,openalex_v3_anchor_citer,0,,strict,Genomics and Chromatin Dynamics,62500013,Genomics and Chromatin Dynamics,Genomics and Chromatin Dynamics,0,2025
https://openalex.org/W2053911973,2007,Generation of germline-competent induced pluripotent stem cells,ipsc_reprogramming,Molecular Biology,62551237,62551237,0,,W2053911973,10.1038/nature05934,4228,29,openalex_v3_anchor_citer,0,,strict,Pluripotent Stem Cells Research,62551237,Pluripotent Stem Cells Research,Pluripotent Stem Cells Research,0,2025
https://openalex.org/W4211064852,2018,Metazoan MicroRNAs,ipsc_reprogramming,Cancer Research,62466215,62466215,0,,W4211064852,10.1016/j.cell.2018.03.006,3860,412,openalex_v3_anchor_citer,0,,strict,MicroRNA in disease regulation,62466215,MicroRNA in disease regulation,MicroRNA in disease regulation,0,2025
https://openalex.org/W2087786585,2009,Highly efficient neural conversion of human ES and iPS cells by dual inhibition of SMAD signaling,ipsc_reprogramming,Molecular Biology,62551237,62551237,0,,W2087786585,10.1038/nbt.1529,3674,24,openalex_v3_anchor_citer,0,,strict,Pluripotent Stem Cells Research,62551237,Pluripotent Stem Cells Research,Pluripotent Stem Cells Research,0,2025
https://openalex.org/W1483496013,2015,Organoid Models and Applications in Biomedical Research,ipsc_reprogramming,Molecular Biology,62551237,62551237,0,,W1483496013,10.1159/000433566,3517,98,openalex_v3_anchor_citer,0,,strict,Pluripotent Stem Cells Research,62551237,Pluripotent Stem Cells Research,Pluripotent Stem Cells Research,0,2025
https://openalex.org/W2152014155,2010,Differentiation of Effector CD4 T Cell Populations,ipsc_reprogramming,Immunology,62465821,62465821,0,,W2152014155,10.1146/annurev-immunol-030409-101212,3424,318,openalex_v3_anchor_citer,0,,strict,T-cell and B-cell Immunology,62465821,T-cell and B-cell Immunology,T-cell and B-cell Immunology,0,2025
