paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,fold_id,S_w,S_w_oof,S_equal,RGPM,RGPM_v2,RGPM_simple,RGPM_v3_balanced,RGPM_primary_only,RGPM_structural_residual_tau10,RGPM_structural_residual_raw_tau10,RGPM_popularity_fitted_tau10,RGPM_mahalanobis_debug,B_z,RS_z,DeltaQ0_z,Uzzi_z,RTD_z,BurtIP_z,PDE_z,_v5_training_target,S_v5_oof,S_equal_v5_reference,v5_target_raw,v5_target
magnetic_properties_of_thin_films::https://openalex.org/W2041175429,"Electronic structure theory of surface, interface and thin-film magnetism",magnetic_properties_of_thin_films,1991,"Atomic and Molecular Physics, and Optics",59358550,0,6,342.0,-1,-0.0764794447691972,,0.196967254392881,0.4235613731785626,0.0,0.0,0.0,0.0,0.4235613731785626,-0.3083174191388234,0.3083174191388234,0.9297755119911824,1.6290770765910672,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,1.481544490426104,-0.5627188099830583,0.42748091603053434,,0.196967254392881,0.4235613731785626,0.42748091603053434
magnetic_properties_of_thin_films::https://openalex.org/W2078505233,Perpendicular giant magnetoresistances of Ag/Co multilayers,magnetic_properties_of_thin_films,1991,"Atomic and Molecular Physics, and Optics",59358550,0,7,627.0,-1,-0.1993245371796193,,-0.2712821187424533,0.5949617189429489,0.4912469501832454,0.4912469501832454,0.4912469501832454,0.4912469501832454,0.5949617189429489,0.0586266116630241,0.4326203385202213,0.9300141873930724,0.0578775648112103,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.2250016097413791,-0.5627188099830583,0.5419847328244275,,-0.2712821187424533,0.5949617189429489,0.5419847328244275
magnetic_properties_of_thin_films::https://openalex.org/W2000550549,Giant magnetoresistance in heterogeneous Cu-Co alloys,magnetic_properties_of_thin_films,1992,"Atomic and Molecular Physics, and Optics",59358550,0,6,1733.0,-1,-0.2955357129514295,,-0.6322632056715217,0.9832057298098296,2.5894227198702677,2.5894227198702677,2.5894227198702677,2.5894227198702677,0.9832057298098296,1.821557686989769,0.7678650328804983,3.549433139733845,-1.3333481406008427,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-1.3606435128328058,-0.5627188099830583,0.9694656488549618,,-0.6322632056715217,0.9832057298098296,0.9694656488549618
magnetic_properties_of_thin_films::https://openalex.org/W2023403456,Roughness and giant magnetoresistance in Fe/Cr superlattices,magnetic_properties_of_thin_films,1992,"Atomic and Molecular Physics, and Optics",59358550,0,6,404.0,-1,-0.3339757979330321,,-0.7771898696258929,0.3746604099777723,0.0,0.0,0.0,0.0,0.3746604099777723,-0.3842417139006884,0.3842417139006884,0.9297755119911824,-1.8696066471189023,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-1.838871653995343,-0.5627188099830583,0.366412213740458,,-0.7771898696258929,0.3746604099777723,0.366412213740458
magnetic_properties_of_thin_films::https://openalex.org/W2079353860,Giant magnetoresistance in nonmultilayer magnetic systems,magnetic_properties_of_thin_films,1992,"Atomic and Molecular Physics, and Optics",59358550,0,6,1682.0,-1,-0.1902765435846971,,-0.2359244223062414,0.9874042973573722,2.677610799377639,2.677610799377639,2.677610799377639,2.677610799377639,0.9874042973573722,1.9160154028328464,0.7615953965447925,3.758235204101188,0.1492977617832805,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.0689179316599667,-0.5627188099830583,0.9847328244274809,,-0.2359244223062414,0.9874042973573722,0.9847328244274809
magnetic_properties_of_thin_films::https://openalex.org/W1970083396,Quantum-well states and magnetic coupling between ferromagnets through a noble-metal layer,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,8,453.0,-1,-0.2141302235366844,,-0.3226438995171952,0.7224005927389479,0.8140524395661837,0.8140524395661837,0.8140524395661837,0.8140524395661837,0.7224005927389479,0.3957879587763241,0.4182644807898595,1.760862560484639,-0.2733094072175629,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.2533471031357998,-0.5627188099830583,0.6870229007633588,,-0.3226438995171952,0.7224005927389479,0.6870229007633588
magnetic_properties_of_thin_films::https://openalex.org/W1977595782,Theory of the perpendicular magnetoresistance in magnetic multilayers,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,6,1710.0,-1,-0.3667174447009864,,-0.901906539282968,0.5786613978760188,0.8268288964797673,0.8268288964797673,0.8268288964797673,0.8268288964797673,0.5786613978760188,0.017823074870804,0.8090058216089633,1.1858791014825152,-2.2907474943568857,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-2.2907474943568857,-0.5627188099830583,0.5190839694656488,,-0.901906539282968,0.5786613978760188,0.5190839694656488
magnetic_properties_of_thin_films::https://openalex.org/W2022699627,Origin of enhanced magnetoresistance of magnetic multilayers: Spin-dependent scattering from magnetic interface states,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,8,378.0,-1,-0.2409668081631472,,-0.4277797031118352,0.7411706594220795,0.8154134044065183,0.8154134044065183,0.8154134044065183,0.8154134044065183,0.7411706594220795,0.4571727299590771,0.3582406744474412,1.3734491955500756,-0.5370851597596246,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.7255219757562181,-0.5627188099830583,0.7251908396946565,,-0.4277797031118352,0.7411706594220795,0.7251908396946565
magnetic_properties_of_thin_films::https://openalex.org/W2030388445,Exchange coupling in magnetic heterostructures,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,7,411.0,-1,-0.2117524756621373,,-0.3137146760873545,0.6112620400098789,0.5041100025044427,0.5041100025044427,0.5041100025044427,0.5041100025044427,0.6112620400098789,0.1002763774797359,0.4038336250247067,1.0708060716849923,-0.2391503366030987,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-0.2250016097413791,-0.5627188099830583,0.5648854961832062,,-0.3137146760873545,0.6112620400098789,0.5648854961832062
magnetic_properties_of_thin_films::https://openalex.org/W2044928642,Perpendicular giant magnetoresistance of microstructured Fe/Cr magnetic multilayers from 4.2 to 300 K,magnetic_properties_of_thin_films,1993,"Atomic and Molecular Physics, and Optics",59358550,0,5,301.0,-1,-0.3335344723898295,,-0.7715619782870805,0.7293158804643122,0.7663311045209729,0.7663311045209729,0.7663311045209729,0.7663311045209729,0.7293158804643122,0.4141953849482885,0.3521357195726843,1.2099256273973331,-1.9742647368130823,-0.5627188099830583,0.4136630664853141,0.0,-1.0200762327862016,-1.694818324929477,-0.5627188099830583,0.7022900763358778,,-0.7715619782870805,0.7293158804643122,0.7022900763358778
