paper_id,title,domain,year,primary_field,is_landmark,reference_count,B,RS,DeltaQ0,Uzzi,RTD,BurtIP,PDE,DeltaQ0_raw_q0_minus_qminus,p_analysis_community,p_community_source,field_variety,B_transformed,B_z,B_z_scope,RS_transformed,RS_z,RS_z_scope,DeltaQ0_transformed,DeltaQ0_z,DeltaQ0_z_scope,Uzzi_transformed,Uzzi_z,Uzzi_z_scope,RTD_transformed,RTD_z,RTD_z_scope,BurtIP_transformed,BurtIP_z,BurtIP_z_scope,PDE_transformed,PDE_z,PDE_z_scope,ref_bin
https://openalex.org/W2117991391,Role for a bidentate ribonuclease in the initiation step of RNA interference,crispr,2001,Rna / Silencing,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,729,reference_majority,1.0,0.0,-0.41170514212382237,field,0.0,-0.15143874267719587,field,0.0,-0.04062783595090992,field,,,missing,0.0,-0.15143874267719587,field,1.0,0.9674215661017014,field,-0.0,-0.15143874267719587,field,0
https://openalex.org/W2152993806,RNA interference is mediated by 21- and 22-nucleotide RNAs,crispr,2001,Rna / Silencing,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,729,reference_majority,1.0,0.0,-0.41170514212382237,field,0.0,-0.15143874267719587,field,0.0,-0.04062783595090992,field,,,missing,0.0,-0.15143874267719587,field,1.0,0.9674215661017014,field,-0.0,-0.15143874267719587,field,0
https://openalex.org/W2165804743,Dicer functions in RNA interference and in synthesis of small RNA involved in developmental timing in <i>C. elegans</i>,crispr,2001,Rna / Silencing,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,729,reference_majority,1.0,0.0,-0.41170514212382237,field,0.0,-0.15143874267719587,field,0.0,-0.04062783595090992,field,,,missing,0.0,-0.15143874267719587,field,1.0,0.9674215661017014,field,-0.0,-0.15143874267719587,field,0
https://openalex.org/W1982944995,Functional anatomy of siRNAs for mediating efficient RNAi in Drosophila melanogaster embryo lysate,crispr,2001,Rna / Silencing,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,729,reference_majority,1.0,0.0,-0.41170514212382237,field,0.0,-0.15143874267719587,field,0.0,-0.04062783595090992,field,,,missing,0.0,-0.15143874267719587,field,1.0,0.9674215661017014,field,-0.0,-0.15143874267719587,field,0
https://openalex.org/W1542426682,Non–coding RNA genes and the modern RNA world,crispr,2001,Rna / Sequence,0,2,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,18,reference_majority,1.0,0.6931471805599453,1.5457210728814916,field,0.0,-0.18248309493137438,field,0.0,-0.12508976160317,field,,,missing,0.0,-0.18248309493137438,field,1.0,1.1421452116265196,field,-0.0,-0.18248309493137438,field,0
https://openalex.org/W2126924668,"RNomics: an experimental approach that identifies 201 candidates for novel, small, non-messenger RNAs in mouse",crispr,2001,Rna / Sequence,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,18,reference_majority,1.0,0.0,-0.5745275548459025,field,0.0,-0.18248309493137438,field,0.0,-0.12508976160317,field,,,missing,0.0,-0.18248309493137438,field,1.0,1.1421452116265196,field,-0.0,-0.18248309493137438,field,0
https://openalex.org/W2109525713,Box C/D RNA guides for the ribose methylation of archaeal tRNAs. The tRNATrp intron guides the formation of two ribose-methylated nucleosides in the mature tRNATrp,crispr,2001,Rna / Sequence,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,18,reference_majority,1.0,0.0,-0.5745275548459025,field,0.0,-0.18248309493137438,field,0.0,-0.12508976160317,field,,,missing,0.0,-0.18248309493137438,field,1.0,1.1421452116265196,field,-0.0,-0.18248309493137438,field,0
https://openalex.org/W2145081087,"Association of Two Novel Proteins, TbMP52 and TbMP48, with the <i>Trypanosoma brucei</i> RNA Editing Complex",crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2169523472,Four Related Proteins of the <i>Trypanosoma brucei</i> RNA Editing Complex,crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2132866668,Mapping 2′-O-Methyl Groups in Ribosomal RNA,crispr,2001,Rna / Sequence,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,18,reference_majority,1.0,0.0,-0.5745275548459025,field,0.0,-0.18248309493137438,field,0.0,-0.12508976160317,field,,,missing,0.0,-0.18248309493137438,field,1.0,1.1421452116265196,field,-0.0,-0.18248309493137438,field,0
https://openalex.org/W2126057369,Roles for ligases in the RNA editing complex of Trypanosoma brucei: band IV is needed for U-deletion and RNA repair,crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2171558140,Trypanosome RNA Editing: Simple Guide RNA Features Enhance U Deletion 100-Fold,crispr,2001,Rna / Trypanosoma,0,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.7777777777777778,-0.0,0.0,4,reference_majority,1.0,0.5108256237659906,0.9900541525562699,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,0.7777777777777778,0.29878948929636195,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2127102950,RNA-binding strategies common to cold-shock domain- and RNA recognition motif-containing proteins,crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2113336183,"Cloning and characterization of two guide RNA-binding proteins from mitochondria of Crithidia fasciculata: gBP27, a novel protein, and gBP29, the orthologue of Trypanosoma brucei gBP21",crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2149459309,The trypanosome homolog of human p32 interacts with RBP16 and stimulates its gRNA binding activity,crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W1991631460,RNA Editing–Associated Protein 1 Is an RNA Binding Protein with Specificity for Preedited mRNA,crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W1498145404,Expression Studies on Clustered Trypanosomatid Box C/D Small Nucleolar RNAs,crispr,2001,Rna / Sequence,0,2,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,18,reference_majority,1.0,0.6931471805599453,1.5457210728814916,field,0.0,-0.18248309493137438,field,0.0,-0.12508976160317,field,,,missing,0.0,-0.18248309493137438,field,1.0,1.1421452116265196,field,-0.0,-0.18248309493137438,field,0
https://openalex.org/W2156385488,Isolation and Characterization of a U-specific 3′-5′-Exonuclease from Mitochondria of Leishmania tarentolae,crispr,2001,Rna / Trypanosoma,0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.0,-0.4523640910951265,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2141108207,Guide RNAs of the recently isolated LEM125 strain of Leishmania tarentolae: An unexpected complexity,crispr,2001,Rna / Trypanosoma,0,2,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,4,reference_majority,1.0,0.6931471805599453,1.5514020297029787,field,0.0,-0.06734290036342962,field,0.0,-0.03365236781297368,field,,,missing,0.0,-0.06734290036342962,field,1.0,0.9900541525562699,field,-0.0,-0.06734290036342962,field,0
https://openalex.org/W2133281309,Arginine methylation of a mitochondrial guide RNA binding protein from Trypanosoma brucei,crispr,2001,Rna / Trypanosoma,0,2,1.0,0.5,0.125,0.7559289460184544,0.5,1.0,0.6931471805599453,-0.125,4,reference_majority_tie_min,2.0,0.6931471805599453,1.5514020297029787,field,0.5,2.7108346071422043,field,0.125,2.213754994173454,field,0.7559289460184544,1.324813064335675,global,0.5,2.472349579651007,field,1.0,0.9900541525562699,field,0.6931471805599453,2.472349579651007,field,0
