paper_id,title,domain,year,primary_field,is_landmark,reference_count,B,degree,pagerank,closeness,RS,field_shannon,field_simpson,field_variety,DeltaQ0,conductance_delta,Uzzi,pair_surprisal,RTD,community_simpson,BurtIP,effective_size,constraint_inv,PDE,field_entropy_norm
https://openalex.org/W2117991391,Role for a bidentate ribonuclease in the initiation step of RNA interference,crispr,2001,Rna / Silencing,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2152993806,RNA interference is mediated by 21- and 22-nucleotide RNAs,crispr,2001,Rna / Silencing,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2165804743,Dicer functions in RNA interference and in synthesis of small RNA involved in developmental timing in <i>C. elegans</i>,crispr,2001,Rna / Silencing,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W1982944995,Functional anatomy of siRNAs for mediating efficient RNAi in Drosophila melanogaster embryo lysate,crispr,2001,Rna / Silencing,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W1542426682,Non–coding RNA genes and the modern RNA world,crispr,2001,Rna / Sequence,0,2,1.0,2.0,0.48648582432442095,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2126924668,"RNomics: an experimental approach that identifies 201 candidates for novel, small, non-messenger RNAs in mouse",crispr,2001,Rna / Sequence,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2109525713,Box C/D RNA guides for the ribose methylation of archaeal tRNAs. The tRNATrp intron guides the formation of two ribose-methylated nucleosides in the mature tRNATrp,crispr,2001,Rna / Sequence,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2145081087,"Association of Two Novel Proteins, TbMP52 and TbMP48, with the <i>Trypanosoma brucei</i> RNA Editing Complex",crispr,2001,Rna / Trypanosoma,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2169523472,Four Related Proteins of the <i>Trypanosoma brucei</i> RNA Editing Complex,crispr,2001,Rna / Trypanosoma,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2132866668,Mapping 2′-O-Methyl Groups in Ribosomal RNA,crispr,2001,Rna / Sequence,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2126057369,Roles for ligases in the RNA editing complex of Trypanosoma brucei: band IV is needed for U-deletion and RNA repair,crispr,2001,Rna / Trypanosoma,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2171558140,Trypanosome RNA Editing: Simple Guide RNA Features Enhance U Deletion 100-Fold,crispr,2001,Rna / Trypanosoma,0,3,0.6666666666666666,3.0,0.3667352990529791,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,2.3333333333333335,4.5,-0.0,0.0
https://openalex.org/W2127102950,RNA-binding strategies common to cold-shock domain- and RNA recognition motif-containing proteins,crispr,2001,Rna / Trypanosoma,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2113336183,"Cloning and characterization of two guide RNA-binding proteins from mitochondria of Crithidia fasciculata: gBP27, a novel protein, and gBP29, the orthologue of Trypanosoma brucei gBP21",crispr,2001,Rna / Trypanosoma,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W2149459309,The trypanosome homolog of human p32 interacts with RBP16 and stimulates its gRNA binding activity,crispr,2001,Rna / Trypanosoma,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
https://openalex.org/W1991631460,RNA Editing–Associated Protein 1 Is an RNA Binding Protein with Specificity for Preedited mRNA,crispr,2001,Rna / Trypanosoma,0,1,0.0,1.0,0.5,1.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,999999999.9999999,-0.0,0.0
