paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,cited_by_count,B,RS,DeltaQ0,Uzzi,RTD,BurtIP,PDE,degree_p,effective_size,constraint_inv,field_variety,field_simpson,community_variety,B_transformed,B_z,B_z_scope,RS_transformed,RS_z,RS_z_scope,DeltaQ0_transformed,DeltaQ0_z,DeltaQ0_z_scope,Uzzi_transformed,Uzzi_z,Uzzi_z_scope,RTD_transformed,RTD_z,RTD_z_scope,BurtIP_transformed,BurtIP_z,BurtIP_z_scope,PDE_transformed,PDE_z,PDE_z_scope
graphene_2d_materials::https://openalex.org/W2091804031,"Heteroepitaxial growth by Van der Waals interaction in one-, two- and three-dimensional materials",graphene_2d_materials,1991,Chemistry / Materials,100012,0,5,77.0,0.55,0.0,-0.0,0.0,0.0,0.76,-1.000088900581841e-12,5.0,3.8,2.094240837696335,1.0,0.0,1.0,0.4382549309311553,0.4811513146216964,global,0.0,-1.122860628830139,global,-0.0,-0.21191446494192787,global,,,missing,0.0,-1.2828095754812965,global,0.76,0.4357887758941596,global,-1.000088900581841e-12,-1.122860628830139,global
graphene_2d_materials::https://openalex.org/W1542482684,MoS2 structures in high-activity hydrotreating catalysts,graphene_2d_materials,1993,Chemistry / Catalysis,100001,0,12,132.0,0.8939393939393939,0.0,-0.0,0.0,0.0,0.9305555555555555,-1.000088900581841e-12,12.0,11.166666666666666,6.12947088383092,1.0,0.0,1.0,0.6386589952758756,0.6329202637303791,field,0.0,-0.2487276896369165,field,-0.0,-0.1459909009865177,field,,,missing,0.0,-0.2487276896369165,field,0.9305555555555555,0.8706806047302746,field,-1.000088900581841e-12,-0.2487276896369165,field
graphene_2d_materials::https://openalex.org/W1964642922,Crystal reorientation and wear mechanisms in MoS<sub>2</sub> lubricating thin films investigated by TEM,graphene_2d_materials,1993,Materials / Film,100006,0,6,55.0,0.9333333333333333,0.0,-0.0,0.0,0.0,0.9444444444444445,-1.000088900581841e-12,6.0,5.666666666666667,4.235294117647059,1.0,0.0,1.0,0.659245628884264,1.0872573835362356,field,0.0,-0.15487092324939222,field,-0.0,-0.11594982453774458,field,,,missing,0.0,-0.15487092324939222,field,0.9444444444444445,1.0200762327862016,field,-1.000088900581841e-12,-0.15487092324939222,field
graphene_2d_materials::https://openalex.org/W1968164954,Self-assembled alkane monolayers on MoSe2 and MoS2,graphene_2d_materials,1993,Chemistry / Materials,100012,0,5,81.0,0.9,0.32000000000000006,0.013888888888888753,1.6510507067182856,0.31999999999999984,0.9199999999999999,0.5004024235361879,5.0,4.6,3.333333333333333,2.0,0.31999999999999984,2.0,0.6418538861723948,1.770155915687678,global,0.32000000000000006,0.3241821941166405,global,0.013888888888888753,0.5275266259287685,global,1.6510507067182856,2.3916266181846075,global,0.31999999999999984,-0.44586717392006797,global,0.9199999999999999,1.765084084090225,global,0.5004024235361879,-0.22432905106407872,global
graphene_2d_materials::https://openalex.org/W2069810599,MoS2 structures in high activity hydrotreating catalysts. II. Evolution of the active phase during the catalyst life cycle. Deactivation model,graphene_2d_materials,1993,Chemistry / Catalysis,100001,0,9,61.0,0.9027777777777777,0.0,-0.0,0.0,0.0,0.925925925925926,-1.000088900581841e-12,9.0,8.333333333333334,5.044982698961938,1.0,0.0,1.0,0.6433148068120695,0.8070410085490356,field,0.0,-0.2487276896369165,field,-0.0,-0.1459909009865177,field,,,missing,0.0,-0.2487276896369165,field,0.925925925925926,0.7916386077433746,field,-1.000088900581841e-12,-0.2487276896369165,field
graphene_2d_materials::https://openalex.org/W1998846705,"Development, testing and characterization of MoS2 thin film bearings",graphene_2d_materials,1994,Materials / Film,100006,0,5,14.0,0.75,0.0,-0.0,0.0,0.0,0.8400000000000001,-1.000088900581841e-12,5.0,4.2,2.6162790697674416,1.0,0.0,1.0,0.5596157879354227,0.17441610093770255,field,0.0,-0.15487092324939222,field,-0.0,-0.11594982453774458,field,,,missing,0.0,-0.15487092324939222,field,0.8400000000000001,0.15487092324939222,field,-1.000088900581841e-12,-0.15487092324939222,field
graphene_2d_materials::https://openalex.org/W2042663049,Ultrahigh vacuum high resolution transmission electron microscopy of sputter-deposited MoS2 thin films,graphene_2d_materials,1994,Materials / Film,100006,0,6,28.0,0.41111111111111104,0.0,-0.0,0.0,0.0,0.6666666666666666,-1.000088900581841e-12,6.0,4.0,2.164509394572025,1.0,0.0,1.0,0.3443774161283262,-0.9881546322461973,field,0.0,-0.15487092324939222,field,-0.0,-0.11594982453774458,field,,,missing,0.0,-0.15487092324939222,field,0.6666666666666666,-1.122762298190941,field,-1.000088900581841e-12,-0.15487092324939222,field
graphene_2d_materials::https://openalex.org/W2042845138,Fracture in MoS2 solid lubricant films,graphene_2d_materials,1994,Materials / Film,100006,0,6,30.0,0.6,0.0,-0.0,0.0,0.0,0.7777777777777778,-1.000088900581841e-12,6.0,4.666666666666667,2.4983132530120487,1.0,0.0,1.0,0.4700036292457355,-0.3957252958144873,field,0.0,-0.15487092324939222,field,-0.0,-0.11594982453774458,field,,,missing,0.0,-0.15487092324939222,field,0.7777777777777778,-0.21371510579760275,field,-1.000088900581841e-12,-0.15487092324939222,field
graphene_2d_materials::https://openalex.org/W2057851761,Electronic band structure of multilayered carbon tubules,graphene_2d_materials,1994,Carbon / Nanotubes,100002,0,5,84.0,0.9,0.0,-0.0,0.0,0.0,0.9199999999999999,-1.000088900581841e-12,5.0,4.6,3.333333333333333,1.0,0.0,1.0,0.6418538861723948,1.770155915687678,global,0.0,-1.122860628830139,global,-0.0,-0.21191446494192787,global,,,missing,0.0,-1.2828095754812965,global,0.9199999999999999,1.765084084090225,global,-1.000088900581841e-12,-1.122860628830139,global
graphene_2d_materials::https://openalex.org/W2334006453,Epitaxial Growth of Two-Dimensional Dichalcogenides and Modification of Their Surfaces with Scanning Probe Microscopes,graphene_2d_materials,1994,Chemistry / Materials,100012,0,6,1.0,0.45555555555555555,0.0,-0.0,0.0,0.0,0.6666666666666666,-1.000088900581841e-12,6.0,4.0,2.2542658850950588,1.0,0.0,1.0,0.3753876528708865,0.16924586112609036,global,0.0,-1.122860628830139,global,-0.0,-0.21191446494192787,global,,,missing,0.0,-1.2828095754812965,global,0.6666666666666666,-0.20756629659339304,global,-1.000088900581841e-12,-1.122860628830139,global
graphene_2d_materials::https://openalex.org/W1983956165,"On the correlation between the scanning tunneling microscopy image imperfections and point defects of layered chalcogenides 2HMX2 (M = Mo, W; X = S, Se)",graphene_2d_materials,1995,Chemistry / Catalysis,100001,0,6,45.0,1.0,0.5907400333993731,0.18055555555555555,2.3060833179451112,0.6111111111111112,1.0,1.0114042647043517,6.0,6.0,6.0,3.0,0.6111111111111112,3.0,0.6931471805599453,1.5341205443525459,field,0.5907400333993731,2.6147770556013414,field,0.18055555555555555,2.214626460214472,field,2.3060833179451112,2.613523309562924,global,0.6111111111111112,2.6147770556013414,field,1.0,1.5341205443525459,field,1.0114042647043517,2.6147770556013414,field
