community,label,x,y,domain,topic_id
22526935,Autophagy in Disease and Therapy,1.0,0.0,autophagy_in_disease_and_therapy,https://openalex.org/T10587
91962877,Retinal Diseases and Treatments,0.9999847579243194,0.005521224414954739,autophagy_in_disease_and_therapy,https://openalex.org/T10170
67902711,"Metabolism, Diabetes, and Cancer",0.9999390321619194,0.011042280520068714,autophagy_in_disease_and_therapy,https://openalex.org/T11339
95243934,Mitochondrial Function and Pathology,0.999862824106711,0.01656300001063194,autophagy_in_disease_and_therapy,https://openalex.org/T10301
66861410,Genetic Neurodegenerative Diseases,0.9997561360818322,0.022083214592195848,autophagy_in_disease_and_therapy,https://openalex.org/T10949
5694403,PI3K/AKT/mTOR signaling in cancer,0.9996189713395768,0.027602755985703588,autophagy_in_disease_and_therapy,https://openalex.org/T10952
28526613,"Genomics, phytochemicals, and oxidative stress",0.9994513340612956,0.03312145593261987,autophagy_in_disease_and_therapy,https://openalex.org/T11332
35776259,Polyamine Metabolism and Applications,0.9992532293572688,0.03863914620006021,autophagy_in_disease_and_therapy,https://openalex.org/T11924
59448591,Clinical Nutrition and Gastroenterology,0.99902466326655,0.044155658585919313,autophagy_in_disease_and_therapy,https://openalex.org/T10858
35783447,Endoplasmic Reticulum Stress and Disease,0.9987656427567828,0.04967082492399864,autophagy_in_disease_and_therapy,https://openalex.org/T11150
6143669,Inflammasome and immune disorders,0.9984761757239874,0.05518447708913273,autophagy_in_disease_and_therapy,https://openalex.org/T11078
69297683,Pancreatic function and diabetes,0.9981562709923207,0.060696447002314455,autophagy_in_disease_and_therapy,https://openalex.org/T10839
30839624,Alzheimer's disease research and treatments,0.997805938313807,0.0662065666358187,autophagy_in_disease_and_therapy,https://openalex.org/T10086
65165048,Ferroptosis and cancer prognosis,0.9974251883680407,0.07171466801832449,autophagy_in_disease_and_therapy,https://openalex.org/T11297
53984858,Amyotrophic Lateral Sclerosis Research,0.9970140327618607,0.07722058324003561,autophagy_in_disease_and_therapy,https://openalex.org/T10855
95960860,Renal Diseases and Glomerulopathies,0.9965724840289969,0.08272414445779902,autophagy_in_disease_and_therapy,https://openalex.org/T11029
48512867,Plant Parasitism and Resistance,0.9961005556296875,0.08822518390022159,autophagy_in_disease_and_therapy,https://openalex.org/T12475
61120627,Ubiquitin and proteasome pathways,0.9955982619502693,0.09372353387278426,autophagy_in_disease_and_therapy,https://openalex.org/T11041
75931372,"Telomeres, Telomerase, and Senescence",0.995065618302739,0.09921902676295424,autophagy_in_disease_and_therapy,https://openalex.org/T10937
