landmark_source,source_prize_id,award_year,category,motivation,laureates,candidate_rank,match_confidence,include_main,id,short_id,doi,title,year,cited_by_count,primary_topic_id,primary_topic
nobel,physiology or medicine-2006,2006,physiology or medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,Andrew Z. Fire; Craig C. Mello,1,0.8865847042691837,1,https://openalex.org/W2158627784,W2158627784,10.1016/s0092-8674(00)81644-x,"The rde-1 Gene, RNA Interference, and Transposon Silencing in C. elegans",1999,1308,https://openalex.org/T10676,"Genetics, Aging, and Longevity in Model Organisms"
nobel,physiology or medicine-2016,2016,physiology or medicine,for his discoveries of mechanisms for autophagy,Yoshinori Ohsumi,1,0.8613582477457354,1,https://openalex.org/W2040157483,W2040157483,10.1074/jbc.c700195200,The Atg12-Atg5 Conjugate Has a Novel E3-like Activity for Protein Lipidation in Autophagy,2007,1091,https://openalex.org/T10587,Autophagy in Disease and Therapy
nobel,chemistry-1991,1991,chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Richard R. Ernst,1,0.8592373115121694,1,https://openalex.org/W1967800362,W1967800362,10.1021/ja00403a008,Buildup rates of the nuclear Overhauser effect measured by two-dimensional proton magnetic resonance spectroscopy: implications for studies of protein conformation,1981,504,https://openalex.org/T10378,Advanced MRI Techniques and Applications
nobel,physics-1982,1982,physics,for his theory for critical phenomena in connection with phase transitions,Kenneth G. Wilson,1,0.8521003511700739,1,https://openalex.org/W2246296081,W2246296081,10.1103/physrevb.4.3174,Renormalization Group and Critical Phenomena. I. Renormalization Group and the Kadanoff Scaling Picture,1971,2299,https://openalex.org/T10591,Theoretical and Computational Physics
nobel,chemistry-1999,1999,chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Ahmed Zewail,1,0.8356261311271408,1,https://openalex.org/W2093458139,W2093458139,10.1063/1.453122,Real-time femtosecond probing of ‘‘transition states’’ in chemical reactions,1987,431,https://openalex.org/T10683,Mass Spectrometry Techniques and Applications
nobel,physiology or medicine-2016,2016,physiology or medicine,for his discoveries of mechanisms for autophagy,Yoshinori Ohsumi,2,0.8290443553749373,1,https://openalex.org/W2032700869,W2032700869,10.1038/cr.2013.169,Historical landmarks of autophagy research,2013,1084,https://openalex.org/T10587,Autophagy in Disease and Therapy
nobel,physiology or medicine-2016,2016,physiology or medicine,for his discoveries of mechanisms for autophagy,Yoshinori Ohsumi,3,0.8273106337668171,1,https://openalex.org/W2146887271,W2146887271,10.1083/jcb.200412022,Impairment of starvation-induced and constitutive autophagy in <i>Atg7</i> -deficient mice,2005,2322,https://openalex.org/T10587,Autophagy in Disease and Therapy
nobel,economic sciences-1998,1998,economic sciences,for his contributions to welfare economics,Amartya Sen,1,0.8261698159539824,1,https://openalex.org/W2009526958,W2009526958,10.2307/2232367,"Choice, Welfare and Measurement.",1984,1213,https://openalex.org/T10785,Economic Theory and Institutions
nobel,physics-2011,2011,physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Saul Perlmutter; Brian P. Schmidt; Adam G. Riess,1,0.8239111403202068,1,https://openalex.org/W2073832139,W2073832139,10.1086/300499,Observational Evidence from Supernovae for an Accelerating Universe and a Cosmological Constant,1998,19419,https://openalex.org/T11323,Gamma-ray bursts and supernovae
nobel,economic sciences-1998,1998,economic sciences,for his contributions to welfare economics,Amartya Sen,2,0.8230688800043697,1,https://openalex.org/W2321285204,W2321285204,10.2307/2232999,Commodities and Capabilities.,1986,4077,https://openalex.org/T11742,Economic Theory and Policy
nobel,chemistry-1999,1999,chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Ahmed Zewail,2,0.8203966421860905,1,https://openalex.org/W2003771289,W2003771289,10.1063/1.454408,Femtosecond real-time observation of wave packet oscillations (resonance) in dissociation reactions,1988,404,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
nobel,economic sciences-2015,2015,economic sciences,"for his analysis of consumption, poverty, and welfare",Angus Deaton,1,0.8196389065882688,1,https://openalex.org/W182629641,W182629641,10.1596/0-8018-5254-4,The analysis of household surveys,1997,855,https://openalex.org/T10446,"Income, Poverty, and Inequality"
nobel,physics-2007,2007,physics,for the discovery of Giant Magnetoresistance,Albert Fert; Peter Grünberg,1,0.8166497279572791,1,https://openalex.org/W2084838971,W2084838971,10.1016/0304-8853(94)00880-9,Layered magnetic structures: interlayer exchange coupling and giant magnetoresistance,1995,175,https://openalex.org/T10049,Magnetic properties of thin films
nobel,physiology or medicine-2016,2016,physiology or medicine,for his discoveries of mechanisms for autophagy,Yoshinori Ohsumi,4,0.8139738349784552,1,https://openalex.org/W2066040465,W2066040465,10.1074/jbc.m706214200,In Vitro Reconstitution of Plant Atg8 and Atg12 Conjugation Systems Essential for Autophagy,2007,115,https://openalex.org/T10587,Autophagy in Disease and Therapy
nobel,economic sciences-2004,2004,economic sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Finn E. Kydland; Edward C. Prescott,1,0.8094603791607053,1,https://openalex.org/W1576873433,W1576873433,10.21034/qr.1421,Business Cycles: Real Facts and a Monetary Myth,1990,825,https://openalex.org/T10007,Monetary Policy and Economic Impact
nobel,economic sciences-1992,1992,economic sciences,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",Gary Becker,1,0.8059837572688545,1,https://openalex.org/W1655203505,W1655203505,10.7208/chicago/9780226217062.001.0001,The Economic Approach to Human Behavior,1976,5017,https://openalex.org/T11544,"Gender, Labor, and Family Dynamics"
nobel,chemistry-2004,2004,chemistry,for the discovery of ubiquitin-mediated protein degradation,Aaron Ciechanover; Avram Hershko; Irwin Rose,1,0.8050884883500169,1,https://openalex.org/W2166987747,W2166987747,10.1146/annurev.biochem.67.1.425,THE UBIQUITIN SYSTEM,1998,8764,https://openalex.org/T11041,Ubiquitin and proteasome pathways
nobel,chemistry-2024,2024,chemistry,for computational protein design for protein structure prediction,David Baker; Demis Hassabis; John Jumper,1,0.8036704826939872,1,https://openalex.org/W3177828909,W3177828909,10.1038/s41586-021-03819-2,Highly accurate protein structure prediction with AlphaFold,2021,44629,https://openalex.org/T10044,Protein Structure and Dynamics
nobel,economic sciences-1987,1987,economic sciences,for his contributions to the theory of economic growth,Robert M. Solow,1,0.8031959658199244,1,https://openalex.org/W1529322912,W1529322912,10.2307/3440280,On the Intergenerational Allocation of Natural Resources,1986,940,https://openalex.org/T12013,Sustainable Development and Environmental Policy
nobel,economic sciences-2008,2008,economic sciences,for his analysis of trade patterns and location of economic activity,Paul Krugman,1,0.8027283254818873,1,https://openalex.org/W2061184236,W2061184236,10.2307/2534577,Growing World Trade: Causes and Consequences,1995,1276,https://openalex.org/T10128,Global trade and economics
nobel,economic sciences-2008,2008,economic sciences,for his analysis of trade patterns and location of economic activity,Paul Krugman,2,0.8014328968897874,1,https://openalex.org/W2139635407,W2139635407,10.1007/s10110-003-0180-0,"The new economic geography: Past, present and the future",2003,609,https://openalex.org/T11014,Regional Economics and Spatial Analysis
nobel,economic sciences-1987,1987,economic sciences,for his contributions to the theory of economic growth,Robert M. Solow,2,0.7998147550703755,1,https://openalex.org/W2086436931,W2086436931,10.2307/2534105,The Rigidity of Wages and the Persistence of Unemployment,1975,155,https://openalex.org/T11742,Economic Theory and Policy
nobel,economic sciences-1998,1998,economic sciences,for his contributions to welfare economics,Amartya Sen,3,0.798810130332759,1,https://openalex.org/W1883239598,W1883239598,10.1093/0198281935.001.0001,On Economic Inequality,1973,2659,https://openalex.org/T10446,"Income, Poverty, and Inequality"
nobel,economic sciences-2008,2008,economic sciences,for his analysis of trade patterns and location of economic activity,Paul Krugman,3,0.7965114985335034,1,https://openalex.org/W1492460295,W1492460295,10.2307/144349,"Development, Geography, and Economic Theory",1998,1298,https://openalex.org/T12137,Economic theories and models
nobel,economic sciences-1987,1987,economic sciences,for his contributions to the theory of economic growth,Robert M. Solow,3,0.796356168539865,1,https://openalex.org/W2091037256,W2091037256,10.2307/2534396,Productivity and the Services of Capital and Labor,1981,225,https://openalex.org/T10393,Economic Growth and Productivity
nobel,chemistry-1999,1999,chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Ahmed Zewail,3,0.7962632972474765,1,https://openalex.org/W654242132,W654242132,10.1142/9789814287616,Femtochemistry: Ultrafast Dynamics of the Chemical Bond,1994,376,https://openalex.org/T12967,Molecular Spectroscopy and Structure
nobel,chemistry-2020,2020,chemistry,for the development of a method for genome editing,Emmanuelle Charpentier; Jennifer A. Doudna,1,0.795776735598616,1,https://openalex.org/W1560326776,W1560326776,10.1038/nbt.3227,CRISPR germline engineering—the community speaks,2015,142,https://openalex.org/T10878,CRISPR and Genetic Engineering
nobel,economic sciences-1998,1998,economic sciences,for his contributions to welfare economics,Amartya Sen,4,0.7955149424304059,1,https://openalex.org/W4230202645,W4230202645,10.1093/0198289286.001.0001,Inequality Reexamined,1995,571,https://openalex.org/T10446,"Income, Poverty, and Inequality"
nobel,economic sciences-1998,1998,economic sciences,for his contributions to welfare economics,Amartya Sen,5,0.7954282340639499,1,https://openalex.org/W1975833254,W1975833254,10.2307/1913866,Collective Choice and Social Welfare,1972,2589,https://openalex.org/T10785,Economic Theory and Institutions
nobel,economic sciences-1987,1987,economic sciences,for his contributions to the theory of economic growth,Robert M. Solow,4,0.7941763787942823,1,https://openalex.org/W2057361812,W2057361812,10.2307/2534167,The Recent Acceleration of Inflation and Its Lessons for the Future,1970,105,https://openalex.org/T11742,Economic Theory and Policy
nobel,economic sciences-2004,2004,economic sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Finn E. Kydland; Edward C. Prescott,2,0.7924665346468128,1,https://openalex.org/W3121223355,W3121223355,10.2307/3440324,The Econometrics of the General Equilibrium Approach to Business Cycles,1991,144,https://openalex.org/T10007,Monetary Policy and Economic Impact
nobel,physics-1985,1985,physics,for the discovery of the quantized Hall effect,Klaus von Klitzing,1,0.79137742492306,1,https://openalex.org/W2148123642,W2148123642,10.1016/0378-4363(84)90170-0,The quantized hall effect,1984,15,https://openalex.org/T10382,Quantum and electron transport phenomena
nobel,chemistry-1999,1999,chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Ahmed Zewail,4,0.7905089618678337,1,https://openalex.org/W2044059757,W2044059757,10.1063/1.472606,Bimolecular reactions observed by femtosecond detachment to aligned transition states: Inelastic and reactive dynamics,1996,67,https://openalex.org/T10002,Advanced Chemical Physics Studies
nobel,chemistry-1992,1992,chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,Rudolph A. Marcus,1,0.7891301187984431,1,https://openalex.org/W1974708164,W1974708164,10.1063/1.451951,Dynamical effects in electron transfer reactions. II. Numerical solution,1987,268,https://openalex.org/T11177,Spectroscopy and Quantum Chemical Studies
nobel,economic sciences-2014,2014,economic sciences,for his analysis of market power and regulation,Jean Tirole,1,0.7810763852570225,1,https://openalex.org/W1484579960,W1484579960,,A Primer on Foreclosure,2007,416,https://openalex.org/T11437,Digital Platforms and Economics
nobel,economic sciences-2014,2014,economic sciences,for his analysis of market power and regulation,Jean Tirole,2,0.7808102889044501,1,https://openalex.org/W2099541723,W2099541723,10.2307/2077918,Interbank Lending and Systemic Risk,1996,659,https://openalex.org/T10127,"Banking stability, regulation, efficiency"
nobel,economic sciences-1985,1985,economic sciences,for his pioneering analyses of saving and of financial markets,Franco Modigliani,1,0.7802376617820793,1,https://openalex.org/W1587883828,W1587883828,10.2307/3003218,Alternative Investment Performance Fee Arrangements and Implications for SEC Regulatory Policy,1975,33,https://openalex.org/T10047,Financial Markets and Investment Strategies
nobel,economic sciences-2014,2014,economic sciences,for his analysis of market power and regulation,Jean Tirole,3,0.7793670727454814,1,https://openalex.org/W1523291594,W1523291594,10.5860/choice.40-2290,"Financial crises, liquidity, and the international monetary system",2002,145,https://openalex.org/T10503,Global Financial Crisis and Policies
nobel,chemistry-1991,1991,chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Richard R. Ernst,2,0.7789024563926682,1,https://openalex.org/W2012570871,W2012570871,10.1021/ja00310a017,Polypeptide-metal cluster connectivities in metallothionein 2 by novel proton-cadmium-113 heteronuclear two-dimensional NMR experiments,1985,149,https://openalex.org/T10915,Trace Elements in Health
nobel,chemistry-1999,1999,chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Ahmed Zewail,5,0.7780155531349195,1,https://openalex.org/W1993955762,W1993955762,10.1063/1.472478,Femtosecond real-time probing of reactions. XXI. Direct observation of transition-state dynamics and structure in charge-transfer reactions,1996,96,https://openalex.org/T11129,Photochemistry and Electron Transfer Studies
nobel,chemistry-2006,2006,chemistry,for his studies of the molecular basis of eukaryotic transcription,Roger D. Kornberg,1,0.7779628163864158,1,https://openalex.org/W1984975544,W1984975544,10.1101/gad.10.17.2131,Essential role of Swp73p in the function of yeast Swi/Snf complex.,1996,117,https://openalex.org/T10497,Fungal and yeast genetics research
nobel,chemistry-1994,1994,chemistry,for his contribution to carbocation chemistry,George A. Olah,1,0.776437176548792,1,https://openalex.org/W2950296104,W2950296104,10.1021/jo00338a030,Synthetic methods and reactions 104. Silylations with in situ generated trimethylsilyl triflate reagent systems,1981,88,https://openalex.org/T10353,Zeolite Catalysis and Synthesis
nobel,economic sciences-1982,1982,economic sciences,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",George J. Stigler,1,0.7748094323129238,1,https://openalex.org/W2038663319,W2038663319,10.1086/259646,The Optimum Enforcement of Laws,1970,1166,https://openalex.org/T11762,"Law, Economics, and Judicial Systems"
nobel,economic sciences-2008,2008,economic sciences,for his analysis of trade patterns and location of economic activity,Paul Krugman,4,0.7730001667594096,1,https://openalex.org/W3125908111,W3125908111,10.7551/mitpress/2389.001.0001,"Development, Geography, and Economic Theory",1995,1020,https://openalex.org/T10785,Economic Theory and Institutions
nobel,economic sciences-2014,2014,economic sciences,for his analysis of market power and regulation,Jean Tirole,4,0.7716189221050217,1,https://openalex.org/W2147051636,W2147051636,10.7551/mitpress/9780262015783.001.0001,Inside and Outside Liquidity,2011,346,https://openalex.org/T10127,"Banking stability, regulation, efficiency"
nobel,economic sciences-2017,2017,economic sciences,for his contributions to behavioural economics,Richard H. Thaler,1,0.7715369604584147,1,https://openalex.org/W3124630494,W3124630494,10.1086/431438,Dividend Changes Do Not Signal Changes in Future Profitability*,2005,355,https://openalex.org/T10047,Financial Markets and Investment Strategies
nobel,chemistry-1991,1991,chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Richard R. Ernst,3,0.7714831757973674,1,https://openalex.org/W1994638883,W1994638883,10.1021/ja00281a006,Multiple-quantum-filtered two-dimensional correlated NMR spectroscopy of proteins,1986,134,https://openalex.org/T12603,NMR spectroscopy and applications
nobel,economic sciences-2017,2017,economic sciences,for his contributions to behavioural economics,Richard H. Thaler,2,0.7712577518208125,1,https://openalex.org/W1989005086,W1989005086,10.1257/jep.15.1.219,Anomalies: Risk Aversion,2001,966,https://openalex.org/T10047,Financial Markets and Investment Strategies
nobel,economic sciences-2017,2017,economic sciences,for his contributions to behavioural economics,Richard H. Thaler,3,0.7707479717118813,1,https://openalex.org/W923906211,W923906211,10.5860/choice.192072,Misbehaving: the making of behavioral economics,2015,1447,https://openalex.org/T10315,Decision-Making and Behavioral Economics
nobel,physiology or medicine-2020,2020,physiology or medicine,for the discovery of Hepatitis C virus,Harvey J. Alter; Michael Houghton; Charles M. Rice,1,0.7680766793123038,1,https://openalex.org/W2066124462,W2066124462,10.1126/science.2496467,"An Assay for Circulating Antibodies to a Major Etiologic Virus of Human Non-A, Non-B Hepatitis",1989,3377,https://openalex.org/T10151,Hepatitis C virus research
nobel,physiology or medicine-2006,2006,physiology or medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,Andrew Z. Fire; Craig C. Mello,2,0.7680162662622626,1,https://openalex.org/W2136447541,W2136447541,10.1073/pnas.171251798,Specific inhibition of gene expression by small double-stranded RNAs in invertebrate and vertebrate systems,2001,1046,https://openalex.org/T10725,RNA Interference and Gene Delivery
nobel,economic sciences-2017,2017,economic sciences,for his contributions to behavioural economics,Richard H. Thaler,4,0.7671683328665901,1,https://openalex.org/W2107719042,W2107719042,10.1257/0002828041301632,Design Choices in Privatized Social-Security Systems: Learning from the Swedish Experience,2004,380,https://openalex.org/T10517,"Financial Literacy, Pension, Retirement Analysis"
nobel,chemistry-1994,1994,chemistry,for his contribution to carbocation chemistry,George A. Olah,2,0.7658604780280774,1,https://openalex.org/W2051460992,W2051460992,10.1021/ja00264a046,"Stable carbocations. Part 267. Pagodane dication, a unique 2.pi.-aromatic cyclobutanoid system",1986,40,https://openalex.org/T10092,Organometallic Complex Synthesis and Catalysis
nobel,economic sciences-2017,2017,economic sciences,for his contributions to behavioural economics,Richard H. Thaler,5,0.7653272180623496,1,https://openalex.org/W2117398432,W2117398432,10.1257/jep.14.1.133,From Homo Economicus to Homo Sapiens,2000,909,https://openalex.org/T12137,Economic theories and models
nobel,chemistry-2012,2012,chemistry,for studies of G-protein-coupled receptors,Robert J. Lefkowitz; Brian Kobilka,1,0.765154808978211,1,https://openalex.org/W1933410007,W1933410007,10.1242/jcs.115.3.455,The role of β-arrestins in the termination and transduction of G-protein-coupled receptor signals,2002,1116,https://openalex.org/T11178,Receptor Mechanisms and Signaling
nobel,economic sciences-1991,1991,economic sciences,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,Ronald H. Coase,1,0.764731136566209,1,https://openalex.org/W1559813403,W1559813403,10.7208/chicago/9780226051208.001.0001,"The Firm, the Market, and the Law",1987,1098,https://openalex.org/T10785,Economic Theory and Institutions
nobel,economic sciences-1985,1985,economic sciences,for his pioneering analyses of saving and of financial markets,Franco Modigliani,2,0.7640423533203339,1,https://openalex.org/W1982782204,W1982782204,10.2307/2525866,On the Role of Expectations of Price and Technological Change in an Investment Function,1974,82,https://openalex.org/T10019,Corporate Finance and Governance
nobel,physiology or medicine-2022,2022,physiology or medicine,for his discoveries concerning the genomes of extinct hominins and human evolution,Svante Pääbo,1,0.7639959124709041,1,https://openalex.org/W2344660378,W2344660378,10.1038/nature17993,The genetic history of Ice Age Europe,2016,985,https://openalex.org/T10751,Forensic and Genetic Research
nobel,chemistry-1994,1994,chemistry,for his contribution to carbocation chemistry,George A. Olah,3,0.7639791069863329,1,https://openalex.org/W2074468472,W2074468472,10.1021/ja00231a029,Stable carbocations. 273. [1.1.1.1]- and [2.2.1.1]Pagodane dications: frozen two-electron Woodward-Hoffmann transition-state models,1988,63,https://openalex.org/T11746,Inorganic and Organometallic Chemistry
